state,raceyear,area,areanumber,redistricteddate,repvotes,repcandidate,repstatus,demvotes,demcandidate,demstatus,thirdparty,thirdvotes,thirdcandidate,thirdstatus,othervotes,pluralityvotes,pluralityparty,thirdvotestotalpercent,repvotesmajorpercent,demvotesmajorpercent,racenotes,rep_unopposed,dem_unopposed
Texas,1974.0,District 7,7.0,1974-01-01,70363.0,"Archer, William R.",Incumbent,18524.0,"Brady, Jim",Challenger,,,,,,51839.0,R,0.0,79.16,20.84,,,
Texas,1974.0,District 8,8.0,1974-01-01,11605.0,"Whitefield, Donald D.",Challenger,30158.0,"Eckhardt, Bob",Incumbent,,,,,,18553.0,D,0.0,27.79,72.21,,,
Texas,1974.0,District 9,9.0,1974-01-01,22935.0,"Ferguson, Coleman R.",Challenger,37275.0,"Brooks, Jack B.",Incumbent,,,,,,14340.0,D,0.0,38.09,61.91,,,
Texas,1974.0,District 10,10.0,1974-01-01,18560.0,"Weiss, Paul A.",Challenger,76240.0,"Pickle, Jake",Incumbent,,,,,14.0,57680.0,D,0.0,19.58,80.42,,,
Texas,1974.0,District 11,11.0,1974-01-01,9883.0,"Clements, Don",Challenger,46828.0,"Poage, W. R.",Incumbent,,,,,700.0,36945.0,D,0.0,17.43,82.57,,,
Texas,1974.0,District 12,12.0,1974-01-01,11543.0,"Garvey, James S.",Challenger,42632.0,"Wright, James Claude Jr.",Incumbent,,,,,,31089.0,D,0.0,21.31,78.69,,,
Texas,1974.0,District 13,13.0,1974-01-01,39087.0,"Price, Robert",Incumbent,53094.0,"Hightower, John",Challenger,,,,,1.0,14007.0,D,0.0,42.4,57.6,,,
Texas,1974.0,District 14,14.0,1974-01-01,,,,41066.0,"Young, John",Incumbent,,,,,10.0,41066.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 15,15.0,1974-01-01,,,,42567.0,"de la Garza, Eligio II",Incumbent,,,,,1.0,42567.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 16,16.0,1974-01-01,,,,42880.0,"White, Richard C.",Incumbent,,,,,17.0,42880.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 17,17.0,1974-01-01,,,,64959.0,"Burleson, Omar",Incumbent,,,,,10.0,64959.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 18,18.0,1974-01-01,6053.0,"Mitchell, Robbins",Challenger,36597.0,"Jordan, Barbara",Incumbent,,,,,518.0,30544.0,D,0.0,14.19,85.81,,,
Texas,1974.0,District 19,19.0,1974-01-01,,,,49619.0,"Mahon, George H.",Incumbent,,,,,15.0,49619.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 20,20.0,1974-01-01,,,,39358.0,"Gonzalez, Henry B.",Incumbent,,,,,,39358.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 21,21.0,1974-01-01,45959.0,"Harlan, Doug",Challenger,53543.0,"Krueger, Robert",Challenger,,,,,2259.0,7584.0,D,0.0,46.19,53.81,,,
Texas,1974.0,District 22,22.0,1974-01-01,19483.0,"Paul, Ron",Challenger,47753.0,"Casey, Robert R.",Incumbent,,,,,1452.0,28270.0,D,0.0,28.98,71.02,,,
Texas,1974.0,District 23,23.0,1974-01-01,,,,47249.0,"Kazen, Abraham",Incumbent,,,,,8.0,47249.0,D,0.0,0.0,100.0,,,
Texas,1974.0,District 24,24.0,1974-01-01,9698.0,"Beaman, Joseph",Challenger,36085.0,"Milford, Dale",Incumbent,,,,,1654.0,26387.0,D,0.0,21.18,78.82,,,
Texas,1972.0,District 1,1.0,1974-01-01,,,,93891.0,"Patman, Wright",Incumbent,,,,,,93891.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 2,2.0,1974-01-01,35600.0,"Brightwell, Charles O.",Challenger,100345.0,"Wilson, Charles",Challenger,,,,,,64745.0,D,0.0,26.19,73.81,,,
Texas,1972.0,District 3,3.0,1974-01-01,122984.0,"Collins, James M.",Incumbent,44708.0,"Hughes, George A.",Challenger,,,,,,78276.0,R,0.0,73.34,26.66,,,
Texas,1972.0,District 4,4.0,1974-01-01,40548.0,"Russell, James",Challenger,95674.0,"Roberts, Ray",Incumbent,,,,,,55126.0,D,0.0,29.77,70.23,,,
Texas,1972.0,District 5,5.0,1974-01-01,74932.0,"Steelman, Alan",Challenger,59601.0,"Cabell, Earle",Incumbent,,,,,,15331.0,R,0.0,55.7,44.3,,,
Texas,1972.0,District 6,6.0,1974-01-01,38086.0,"Nigliazzo, Carl",Challenger,100917.0,"Teague, Olin E.",Incumbent,,,,,,62831.0,D,0.0,27.4,72.6,,,
Texas,1972.0,District 7,7.0,1974-01-01,171127.0,"Archer, William R.",Incumbent,36899.0,"Brady, Jim",Challenger,,,,,,134228.0,R,0.0,82.26,17.74,,,
Texas,1972.0,District 8,8.0,1974-01-01,39686.0,"Emerich, Lewis",Challenger,73909.0,"Eckhardt, Bob",Incumbent,,,,,847.0,34223.0,D,0.0,34.94,65.06,,,
Texas,1972.0,District 9,9.0,1974-01-01,45462.0,"Reed, Randolph",Challenger,89113.0,"Brooks, Jack B.",Incumbent,,,,,,43651.0,D,0.0,33.78,66.22,,,
Texas,1972.0,District 10,10.0,1974-01-01,,,,130973.0,"Pickle, Jake",Incumbent,,,,,12682.0,130973.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 11,11.0,1974-01-01,,,,88861.0,"Poage, W. R.",Incumbent,,,,,,88861.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 12,12.0,1974-01-01,,,,84356.0,"Wright, James Claude Jr.",Incumbent,,,,,,84356.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 13,13.0,1974-01-01,87084.0,"Price, Robert",Incumbent,71730.0,"Purcell, Graham B. Jr.",Incumbent,,,,,,15354.0,R,0.0,54.83,45.17,,,
Texas,1972.0,District 14,14.0,1974-01-01,,,,89725.0,"Young, John",Incumbent,,,,,,89725.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 15,15.0,1974-01-01,,,,73994.0,"de la Garza, Eligio II",Incumbent,,,,,,73994.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 16,16.0,1974-01-01,,,,81347.0,"White, Richard C.",Incumbent,,,,,,81347.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 17,17.0,1974-01-01,,,,95122.0,"Burleson, Omar",Incumbent,,,,,,95122.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 18,18.0,1974-01-01,19355.0,"Merritt, Paul",Challenger,85672.0,"Jordan, Barbara",Challenger,,,,,1287.0,66317.0,D,0.0,18.43,81.57,,,
Texas,1972.0,District 19,19.0,1974-01-01,,,,97084.0,"Mahon, George H.",Incumbent,,,,,,97084.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 20,20.0,1974-01-01,,,,81443.0,"Gonzalez, Henry B.",Incumbent,,,,,2596.0,81443.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 21,21.0,1974-01-01,69374.0,"Harlan, Doug",Challenger,91180.0,"Fisher, O. Clark",Incumbent,,,,,,21806.0,D,0.0,43.21,56.79,,,
Texas,1972.0,District 22,22.0,1974-01-01,42094.0,"Griffin, James",Challenger,101786.0,"Casey, Robert R.",Incumbent,,,,,1169.0,59692.0,D,0.0,29.26,70.74,,,
Texas,1972.0,District 23,23.0,1974-01-01,,,,72799.0,"Kazen, Abraham",Incumbent,,,,,,72799.0,D,0.0,0.0,100.0,,,
Texas,1972.0,District 24,24.0,1974-01-01,48853.0,"Roberts, Courtney",Challenger,91054.0,"Milford, Dale",Challenger,,,,,,42201.0,D,0.0,34.92,65.08,,,
Texas,1970.0,District 1,1.0,1968-01-01,18614.0,"Hogan, James",Challenger,67883.0,"Patman, Wright",Incumbent,,,,,7.0,49269.0,D,0.0,21.52,78.48,,,
Texas,1970.0,District 2,2.0,1968-01-01,,,,52634.0,"Dowdy, John",Incumbent,,,,,17069.0,52634.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 3,3.0,1968-01-01,63690.0,"Collins, James M.",Incumbent,41425.0,"Mead, John",Challenger,,,,,1.0,22265.0,R,0.0,60.59,39.41,,,
Texas,1970.0,District 4,4.0,1968-01-01,,,,70103.0,"Roberts, Ray",Incumbent,,,,,3.0,70103.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 5,5.0,1968-01-01,38481.0,"Crowley, Frank",Challenger,57058.0,"Cabell, Earle",Incumbent,,,,,5.0,18577.0,D,0.0,40.28,59.72,,,
Texas,1970.0,District 6,6.0,1968-01-01,,,,74038.0,"Teague, Olin E.",Incumbent,,,,,29.0,74038.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 7,7.0,1968-01-01,93457.0,"Archer, William R.",Challenger,50750.0,"Greenwood, Jim",Challenger,,,,,,42707.0,R,0.0,64.81,35.19,,,
Texas,1970.0,District 8,8.0,1968-01-01,,,,26294.0,"Eckhardt, Bob",Incumbent,,,,,,26294.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 9,9.0,1968-01-01,31483.0,"Pressler, Henry C.",Challenger,57180.0,"Brooks, Jack B.",Incumbent,,,,,4.0,25697.0,D,0.0,35.51,64.49,,,
Texas,1970.0,District 10,10.0,1968-01-01,,,,78872.0,"Pickle, Jake",Incumbent,,,,,26.0,78872.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 11,11.0,1968-01-01,,,,59641.0,"Poage, W. R.",Incumbent,,,,,39.0,59641.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 12,12.0,1968-01-01,,,,62057.0,"Wright, James Claude Jr.",Incumbent,,,,,,62057.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 13,13.0,1968-01-01,43319.0,"Staley, Joe H.",Challenger,80070.0,"Purcell, Graham B. Jr.",Incumbent,,,,,13.0,36751.0,D,0.0,35.11,64.89,,,
Texas,1970.0,District 14,14.0,1968-01-01,,,,62560.0,"Young, John",Incumbent,,,,,24.0,62560.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 15,15.0,1968-01-01,17049.0,"Martinez, Ben A.",Challenger,54498.0,"de la Garza, Eligio II",Incumbent,,,,,1.0,37449.0,D,0.0,23.83,76.17,,,
Texas,1970.0,District 16,16.0,1968-01-01,11420.0,"Provencio, J. R.",Challenger,54617.0,"White, Richard C.",Incumbent,,,,,13.0,43197.0,D,0.0,17.29,82.71,,,
Texas,1970.0,District 17,17.0,1968-01-01,,,,70040.0,"Burleson, Omar",Incumbent,,,,,33.0,70040.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 18,18.0,1968-01-01,52845.0,"Price, Robert",Incumbent,,,,,,,,79.0,52845.0,R,0.0,100.0,0.0,,,
Texas,1970.0,District 19,19.0,1968-01-01,,,,59996.0,"Mahon, George H.",Incumbent,,,,,24.0,59996.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 20,20.0,1968-01-01,,,,48710.0,"Gonzalez, Henry B.",Incumbent,,,,,,48710.0,D,0.0,0.0,100.0,,,
Texas,1970.0,District 21,21.0,1968-01-01,47868.0,"Gill, Richard",Challenger,76004.0,"Fisher, O. Clark",Incumbent,,,,,12.0,28136.0,D,0.0,38.64,61.36,,,
Texas,1970.0,District 22,22.0,1968-01-01,58598.0,"Busch, A. W.",Challenger,73514.0,"Casey, Robert R.",Incumbent,,,,,,14916.0,D,0.0,44.35,55.65,,,
Texas,1970.0,District 23,23.0,1968-01-01,,,,61068.0,"Kazen, Abraham",Incumbent,,,,,6.0,61068.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 1,1.0,1968-01-01,,,,87038.0,"Patman, Wright",Incumbent,,,,,,87038.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 2,2.0,1968-01-01,,,,87565.0,"Dowdy, John",Incumbent,,,,,,87565.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 3,3.0,1968-01-01,81696.0,"Collins, James M.",Challenger,55939.0,"Hughes, Robert H.",Challenger,,,,,,25757.0,R,0.0,59.36,40.64,,,
Texas,1968.0,District 4,4.0,1968-01-01,,,,95413.0,"Roberts, Ray",Incumbent,,,,,,95413.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 5,5.0,1968-01-01,49821.0,"Wagoner, Roy",Challenger,79317.0,"Cabell, Earle",Incumbent,,,,,,29496.0,D,0.0,38.58,61.42,,,
Texas,1968.0,District 6,6.0,1968-01-01,,,,90889.0,"Teague, Olin E.",Challenger,,,,,,90889.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 7,7.0,1968-01-01,110455.0,"Bush, George H.",Challenger,,,,,,,,,110455.0,R,0.0,100.0,0.0,,,
Texas,1968.0,District 8,8.0,1968-01-01,26402.0,"Stevens, Joe",Challenger,63256.0,"Eckhardt, Bob",Incumbent,,,,,,36854.0,D,0.0,29.45,70.55,,,
Texas,1968.0,District 9,9.0,1968-01-01,46829.0,"Pressler, Henry C.",Challenger,71937.0,"Brooks, Jack B.",Challenger,,,,,,25108.0,D,0.0,39.43,60.57,,,
Texas,1968.0,District 10,10.0,1968-01-01,51933.0,"Gabler, Ray",Challenger,85037.0,"Pickle, Jake",Challenger,,,,,,33104.0,D,0.0,37.92,62.08,,,
Texas,1968.0,District 11,11.0,1968-01-01,,,,78127.0,"Poage, W. R.",Incumbent,,,,,2807.0,78127.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 12,12.0,1968-01-01,,,,86069.0,"Wright, James Claude Jr.",Challenger,,,,,,86069.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 13,13.0,1968-01-01,66477.0,"Crowley, Frank",Challenger,83839.0,"Purcell, Graham B. Jr.",Incumbent,,,,,,17362.0,D,0.0,44.22,55.78,,,
Texas,1968.0,District 14,14.0,1968-01-01,,,,89868.0,"Young, John",Incumbent,,,,,,89868.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 15,15.0,1968-01-01,,,,57618.0,"de la Garza, Eligio II",Incumbent,,,,,,57618.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 16,16.0,1968-01-01,22510.0,"Slaughter, Don",Challenger,62491.0,"White, Richard C.",Incumbent,,,,,,39981.0,D,0.0,26.48,73.52,,,
Texas,1968.0,District 17,17.0,1968-01-01,,,,90856.0,"Burleson, Omar",Incumbent,,,,,,90856.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 18,18.0,1968-01-01,81715.0,"Price, Robert",Challenger,43568.0,"Brown, J. A.",Challenger,,,,,,38147.0,R,0.0,65.22,34.78,,,
Texas,1968.0,District 19,19.0,1968-01-01,,,,79161.0,"Mahon, George H.",Challenger,,,,,,79161.0,D,0.0,0.0,100.0,,,
Texas,1968.0,District 20,20.0,1968-01-01,14569.0,"Schneider, Robert A.",Challenger,64112.0,"Gonzalez, Henry B.",Challenger,,,,,,49543.0,D,0.0,18.52,81.48,,,
Texas,1968.0,District 21,21.0,1968-01-01,59082.0,"Alexander, W. J.",Challenger,91784.0,"Fisher, O. Clark",Incumbent,,,,,,32702.0,D,0.0,39.16,60.84,,,
Texas,1968.0,District 22,22.0,1968-01-01,61278.0,"Blaney, Walter",Challenger,101498.0,"Casey, Robert R.",Challenger,,,,,,40220.0,D,0.0,37.65,62.35,,,
Texas,1968.0,District 23,23.0,1968-01-01,,,,75026.0,"Kazen, Abraham",Incumbent,,,,,,75026.0,D,0.0,0.0,100.0,,,
Utah,2016.0,District 1,1.0,2012-01-01,182928.0,"Bishop, Robert",Incumbent,73381.0,"Clemens, Peter C.",Challenger,Libertarian,16296.0,"Bowden, Craig R.",Challenger,4850.0,109547.0,R,5.87,71.37,28.63,"The other vote was: Fairbanks, Chadwick H. III (Unaffiliated) 4,850",,
Utah,2016.0,District 2,2.0,2012-01-01,170542.0,"Stewart, Chris",Incumbent,93780.0,"Albarran, Charlene",Challenger,Constitution,12519.0,"McCollaum, Paul J. Jr.",Challenger,,76762.0,R,4.52,64.52,35.48,,,
Utah,2016.0,District 3,3.0,2012-01-01,209589.0,"Chaffetz, Jason",Incumbent,75716.0,"Tryon, Stephen",Challenger,,,,,,133873.0,R,0.0,73.46,26.54,,,
Utah,2016.0,District 4,4.0,2012-01-01,147597.0,"Love, Mia B.",Incumbent,113413.0,"Owens, Doug",Challenger,Constitution,13559.0,"Simonsen, Collin Robert",Challenger,,34184.0,R,4.94,56.55,43.45,,,
Utah,2014.0,District 1,1.0,2012-01-01,84231.0,"Bishop, Robert",Incumbent,36422.0,"McAleer, Donna M.",Challenger,Libertarian,4847.0,"Bowden, Craig R.",Challenger,4534.0,47809.0,R,3.73,69.81,30.19,"The other vote was: Vance, Dwayne A. (American Independent) 4,534",,
Utah,2014.0,District 2,2.0,2012-01-01,88915.0,"Stewart, Chris",Incumbent,47585.0,"Robles, Luz",Challenger,Constitution,4509.0,"McCausland, Shaun",Challenger,5179.0,41330.0,R,3.08,65.14,34.86,"The other vote was: Hill, Wayne L. (Independent American) 3,328; Barron, Bill (Unaffiliated) 1,734; Rogers, Warren (Write-in) 117",,
Utah,2014.0,District 3,3.0,2012-01-01,102952.0,"Chaffetz, Jason",Incumbent,32059.0,"Wonnacott, Brian",Challenger,Independent American,3192.0,"Strong, Zack",Challenger,4377.0,70893.0,R,2.24,76.25,23.75,"The other vote was: Tryon, Stephen (Unaffiliated) 2,584; Mates, Ben J. (Unaffiliated) 1,513; Else, David A. (Write-in) 280",,
Utah,2014.0,District 4,4.0,2012-01-01,74936.0,"Love, Mia B.",Challenger,67425.0,"Owens, Doug",Challenger,Independent American,2032.0,"Aalders, Tim",Challenger,2775.0,7511.0,R,1.38,52.64,47.36,"The other vote was: Simonsen, Collin Robert (Constitution) 1,424; Vein, Jim L. (Libertarian) 1,351",,
Utah,2012.0,District 1,1.0,2012-01-01,175487.0,"Bishop, Robert",Incumbent,60611.0,"McAleer, Donna M.",Challenger,Constitution,9430.0,"Phipps, Sherry",Challenger,,114876.0,R,3.84,74.33,25.67,,,
Utah,2012.0,District 2,2.0,2012-01-01,154523.0,"Stewart, Chris",Challenger,83176.0,"Seegmiller, Jay",Challenger,Constitution,5051.0,"Garrard, Jonathan D.",Challenger,5795.0,71347.0,R,2.03,65.01,34.99,"The other vote was: Andrade, Joseph (No Party) 2,971; Kimball, Charles E. (No Party) 2,824",,
Utah,2012.0,District 3,3.0,2012-01-01,198828.0,"Chaffetz, Jason",Incumbent,60719.0,"Simonsen, Soren D.",Challenger,,,,,,138109.0,R,0.0,76.61,23.39,,,
Utah,2012.0,District 4,4.0,2012-01-01,119035.0,"Love, Mia B.",Challenger,119803.0,"Matheson, Jim",Incumbent,Libertarian,6439.0,"Vein, Jim L.",Challenger,,768.0,D,2.63,49.84,50.16,,,
Utah,2010.0,District 1,1.0,2002-01-01,135247.0,"Bishop, Robert",Incumbent,46765.0,"Bowen, Morgan",Challenger,,,,,13450.0,88482.0,R,0.0,74.31,25.69,,,
Utah,2010.0,District 2,2.0,2002-01-01,116001.0,"Philpot, Morgan",Challenger,127151.0,"Matheson, Jim",Incumbent,,,,,8695.0,11150.0,D,0.0,47.71,52.29,,,
Utah,2010.0,District 3,3.0,2002-01-01,139721.0,"Chaffetz, Jason",Incumbent,44320.0,"Hyer, Karen",Challenger,,,,,9145.0,95401.0,R,0.0,75.92,24.08,,,
Utah,2008.0,District 1,1.0,2002-01-01,196799.0,"Bishop, Robert",Incumbent,92469.0,"Bowen, Morgan",Challenger,,,,,14177.0,104330.0,R,0.0,68.03,31.97,,,
Utah,2008.0,District 2,2.0,2002-01-01,120083.0,"Dew, Bill",Challenger,220666.0,"Matheson, Jim",Incumbent,,,,,7576.0,100583.0,D,0.0,35.24,64.76,,,
Utah,2008.0,District 3,3.0,2002-01-01,187035.0,"Chaffetz, Jason",Challenger,80626.0,"Spencer, Bennion L.",Challenger,,,,,17408.0,106409.0,R,0.0,69.88,30.12,,,
Utah,2006.0,District 1,1.0,2002-01-01,112546.0,"Bishop, Robert",Incumbent,57922.0,"Olsen, Steven",Challenger,,,,,8006.0,54624.0,R,0.0,66.02,33.98,,,
Utah,2006.0,District 2,2.0,2002-01-01,84234.0,"Christensen, Lavar",Challenger,133231.0,"Matheson, Jim",Incumbent,,,,,8353.0,48997.0,D,0.0,38.73,61.27,,,
Utah,2006.0,District 3,3.0,2002-01-01,95455.0,"Cannon, Christopher B.",Incumbent,53330.0,"Burridge, Christian",Challenger,,,,,16613.0,42125.0,R,0.0,64.16,35.84,,,
Utah,2004.0,District 1,1.0,2002-01-01,199615.0,"Bishop, Robert",Incumbent,85630.0,"Thompson, Steve",Challenger,Constitution,4510.0,"Johnston, Charles",Challenger,4206.0,113985.0,R,1.53,69.98,30.02,"The other vote was: Soderberg, Richard W. (Personal Choice) 4,206",,
Utah,2004.0,District 2,2.0,2002-01-01,147778.0,"Swallow, John",Challenger,187250.0,"Matheson, Jim",Incumbent,Constitution,3541.0,"Petersen, Jeremy Paul",Challenger,3399.0,39472.0,D,1.04,44.11,55.89,"The other vote was: Diehl, Patrick S. (Green) 2,189; Amos, Ronald R. (Personal Choice) 1,210",,
Utah,2004.0,District 3,3.0,2002-01-01,173010.0,"Cannon, Christopher B.",Incumbent,88748.0,"Babka, Beau",Challenger,Constitution,5089.0,"Winfield, Ronald G.",Challenger,6081.0,84262.0,R,1.86,66.1,33.9,"The other vote was: Dexter, Jim (Libertarian) 3,691; James, Curtis Darrell (Personal Choice) 2,390",,
Utah,2002.0,District 1,1.0,2002-01-01,109265.0,"Bishop, Robert",Challenger,66104.0,"Thomas, Dave",Challenger,,,,,4043.0,43161.0,R,0.0,62.31,37.69,,,
Utah,2002.0,District 2,2.0,2002-01-01,109123.0,"Swallow, John",Challenger,110764.0,"Matheson, Jim",Incumbent,,,,,4211.0,1641.0,D,0.0,49.63,50.37,,,
Utah,2002.0,District 3,3.0,2002-01-01,103598.0,"Cannon, Christopher B.",Incumbent,44533.0,"Woodside, Nancy Jane",Challenger,,,,,5512.0,59065.0,R,0.0,69.94,30.06,,,
Utah,2000.0,District 1,1.0,1992-01-01,180591.0,"Hansen, James V.",Incumbent,71229.0,"Collinwood, Kathleen",Challenger,,,,,9985.0,109362.0,R,0.0,71.71,28.29,,,
Utah,2000.0,District 2,2.0,1992-01-01,107114.0,"Smith, Derek W.",Challenger,145021.0,"Matheson, Jim",Challenger,,,,,7466.0,37907.0,D,0.0,42.48,57.52,,,
Utah,2000.0,District 3,3.0,1992-01-01,138943.0,"Cannon, Christopher B.",Incumbent,88547.0,"Dunn, Donald",Challenger,,,,,9858.0,50396.0,R,0.0,61.08,38.92,,,
Utah,1998.0,District 1,1.0,1992-01-01,109708.0,"Hansen, James V.",Incumbent,49307.0,"Beierlein, Steve",Challenger,,,,,3070.0,60401.0,R,0.0,68.99,31.01,,,
Utah,1998.0,District 2,2.0,1992-01-01,93718.0,"Cook, Merrill",Incumbent,77198.0,"Eskelsen, Lily",Challenger,,,,,6725.0,16520.0,R,0.0,54.83,45.17,,,
Utah,1998.0,District 3,3.0,1992-01-01,100830.0,"Cannon, Christopher B.",Incumbent,,,,,,,,30293.0,100830.0,R,0.0,100.0,0.0,,,
Utah,1996.0,District 1,1.0,1992-01-01,150126.0,"Hansen, James V.",Incumbent,65866.0,"Sanders, Gregory J.",Challenger,,,,,3787.0,84260.0,R,0.0,69.51,30.49,,,
Utah,1996.0,District 2,2.0,1992-01-01,129963.0,"Cook, Merrill",Challenger,100283.0,"Anderson, Ross",Challenger,,,,,6075.0,29680.0,R,0.0,56.45,43.55,,,
Utah,1996.0,District 3,3.0,1992-01-01,106220.0,"Cannon, Christopher B.",Challenger,98178.0,"Orton, Bill",Incumbent,,,,,3317.0,8042.0,R,0.0,51.97,48.03,,,
Utah,1994.0,District 1,1.0,1992-01-01,104954.0,"Hansen, James V.",Incumbent,57664.0,"Coray, Bobbie",Challenger,,,,,,47290.0,R,0.0,64.54,35.46,,,
Utah,1994.0,District 2,2.0,1992-01-01,85507.0,"Waldholtz, Enid Greene",Challenger,66911.0,"Shepherd, Karen",Incumbent,,,,,34167.0,18596.0,R,0.0,56.1,43.9,,,
Utah,1994.0,District 3,3.0,1992-01-01,61839.0,"Thompson, Dixie",Challenger,91505.0,"Orton, Bill",Challenger,,,,,1802.0,29666.0,D,0.0,40.33,59.67,,,
Utah,1992.0,District 1,1.0,1992-01-01,160037.0,"Hansen, James V.",Incumbent,68712.0,"Holt, Ron",Challenger,,,,,16505.0,91325.0,R,0.0,69.96,30.04,,,
Utah,1992.0,District 2,2.0,1992-01-01,118307.0,"Greene, Enid",Challenger,127738.0,"Shepherd, Karen",Challenger,,,,,6924.0,9431.0,D,0.0,48.08,51.92,,,
Utah,1992.0,District 3,3.0,1992-01-01,84019.0,"Harrington, Richard R.",Challenger,135029.0,"Orton, Bill",Challenger,,,,,10013.0,51010.0,D,0.0,38.36,61.64,,,
Utah,1990.0,District 1,1.0,1982-01-01,82746.0,"Hansen, James V.",Incumbent,69491.0,"Brunsdale, Kenley",Challenger,,,,,6429.0,13255.0,R,0.0,54.35,45.65,,,
Utah,1990.0,District 2,2.0,1982-01-01,58869.0,"Atwood, Genevieve",Challenger,85167.0,"Owens, Wayne",Incumbent,,,,,3835.0,26298.0,D,0.0,40.87,59.13,,,
Utah,1990.0,District 3,3.0,1982-01-01,49452.0,"Snow, Karl",Challenger,79163.0,"Orton, Bill",Challenger,,,,,7061.0,29711.0,D,0.0,38.45,61.55,,,
Utah,1988.0,District 1,1.0,1982-01-01,130893.0,"Hansen, James V.",Incumbent,87976.0,"McKay, Gunn",Challenger,,,,,,42917.0,R,0.0,59.8,40.2,,,
Utah,1988.0,District 2,2.0,1982-01-01,80212.0,"Snelgrove, Richard",Challenger,112129.0,"Owens, Wayne",Incumbent,,,,,2997.0,31917.0,D,0.0,41.7,58.3,,,
Utah,1988.0,District 3,3.0,1982-01-01,129951.0,"Nielson, Howard C.",Incumbent,60018.0,"Stringham, Robert W.",Challenger,,,,,4492.0,69933.0,R,0.0,68.41,31.59,,,
Utah,1986.0,District 1,1.0,1982-01-01,82151.0,"Hansen, James V.",Incumbent,77180.0,"McKay, Gunn",Challenger,,,,,,4971.0,R,0.0,51.56,48.44,,,
Utah,1986.0,District 2,2.0,1982-01-01,60967.0,"Shimizu, Tom",Challenger,76921.0,"Owens, Wayne",Incumbent,,,,,1502.0,15954.0,D,0.0,44.21,55.79,,,
Utah,1986.0,District 3,3.0,1982-01-01,86599.0,"Nielson, Howard C.",Incumbent,42582.0,"Gardiner, Dale F.",Challenger,,,,,893.0,44017.0,R,0.0,67.04,32.96,,,
Utah,1984.0,District 1,1.0,1982-01-01,142952.0,"Hansen, James V.",Incumbent,56619.0,"Abrams, Milton C.",Challenger,,,,,1146.0,86333.0,R,0.0,71.63,28.37,,,
Utah,1984.0,District 2,2.0,1982-01-01,105540.0,"Monson, David S.",Challenger,105044.0,"Farley, Frances",Challenger,,,,,3209.0,496.0,R,0.0,50.12,49.88,,,
Utah,1984.0,District 3,3.0,1982-01-01,138918.0,"Nielson, Howard C.",Incumbent,46560.0,"Baird, Bruce R.",Challenger,,,,,1094.0,92358.0,R,0.0,74.9,25.1,,,
Utah,1982.0,District 1,1.0,1982-01-01,111416.0,"Hansen, James V.",Incumbent,66006.0,"Dirks, A. Stephen",Challenger,,,,,,45410.0,R,0.0,62.8,37.2,,,
Utah,1982.0,District 2,2.0,1982-01-01,92109.0,"Marriott, Dan",Incumbent,78981.0,"Farley, Frances",Challenger,,,,,,13128.0,R,0.0,53.84,46.16,,,
Utah,1982.0,District 3,3.0,1982-01-01,108478.0,"Nielson, Howard C.",Challenger,,,,,,,,,108478.0,R,0.0,100.0,0.0,,,
Utah,1980.0,District 1,1.0,1972-01-01,157111.0,"Hansen, James V.",Challenger,144459.0,"McKay, K. Gunn",Incumbent,,,,,,12652.0,R,0.0,52.1,47.9,,,
