,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,percent_bachelor_or_above
9778,"FOWLER, STEVEN C",TX,6.0,REP,2016,29.5
9779,"ROSEMAN, JEFFREY LEE",TX,6.0,IND,2016,29.5
9780,"COZAD, DAVID EDWIN",TX,6.0,DEM,2016,29.5
9781,"ROSEMAN, JEFFREY",TX,6.0,DEM,2016,29.5
9782,"SMITH, DARREL JR",TX,6.0,GRE,2016,29.5
9783,"WOOLRIDGE, RUBY FAYE MS.",TX,6.0,DEM,2016,29.5
9784,"BARTON, JOE LINUS",TX,6.0,REP,2016,29.5
9785,"CARGAS, JAMES P",TX,7.0,DEM,2016,49.0
9786,"LLOYD, JAMES",TX,7.0,REP,2016,49.0
9787,"KIMMONS, RONALD MARCUS",TX,7.0,UN,2016,49.0
9788,"CULBERSON, JOHN",TX,7.0,REP,2016,49.0
9789,"ESPINOZA, MARIA L",TX,7.0,REP,2016,49.0
9790,"TOTH, STEVE",TX,8.0,REP,2016,29.1
9791,"MCMICHAEL, CRAIG",TX,8.0,REP,2016,29.1
9792,"CARLTON, BENJAMIN TODD MR",TX,8.0,IND,2016,29.1
9793,"DEAN, ANDRE",TX,8.0,REP,2016,29.1
9794,"BRADY, KEVIN",TX,8.0,REP,2016,29.1
9795,"REITER, GEORGE FLORENT",TX,9.0,GRE,2016,25.1
9796,"MARTIN, JEFF",TX,9.0,REP,2016,25.1
9797,"JOHNSON, JOHNNY",TX,9.0,LIB,2016,25.1
9798,"GREEN, ALEXANDER",TX,9.0,DEM,2016,25.1
9799,"CADIEN, TAWANA W.",TX,10.0,DEM,2016,37.6
9800,"KELSEY, BILL",TX,10.0,LIB,2016,37.6
9801,"MCCAUL, MICHAEL",TX,10.0,REP,2016,37.6
9802,"GALLAHER, SCOT B.",TX,10.0,DEM,2016,37.6
9803,"CONAWAY, MICHAEL HONORABLE",TX,11.0,REP,2016,20.3
9804,"LANDHOLT, NICHOLAS",TX,11.0,LIB,2016,20.3
9805,"COLLIVER, ED",TX,12.0,LIB,2016,30.3
9806,"BRADSHAW, WILLIAM MICAH",TX,12.0,DEM,2016,30.3
9807,"GRANGER, KAY",TX,12.0,REP,2016,30.3
9808,"ANSEL, JEFFREY",TX,13.0,IND,2016,19.9
9809,"TOMLINSON, RUSTY",TX,13.0,GRE,2016,19.9
9810,"DEWEESE, CALVIN",TX,13.0,LIB,2016,19.9
9811,"THORNBERRY, MAC",TX,13.0,REP,2016,19.9
9812,"CASEY, KEITH",TX,14.0,REP,2016,22.9
9813,"WEBER, RANDY",TX,14.0,REP,2016,22.9
9814,"BROWN, DONALD GLENN JR",TX,14.0,DEM,2016,22.9
9815,"WILLIAMS, PAUL IVORY",TX,15.0,DEM,2016,19.0
9816,"ELIZONDO, DOLLY",TX,15.0,DEM,2016,19.0
9817,"PARTAIN, JOHNNY RAY",TX,15.0,DEM,2016,19.0
9818,"RAMIREZ HINOJOSA, RUBEN",TX,15.0,DEM,2016,19.0
9819,"PALACIOS, JUAN SONNY JR",TX,15.0,DEM,2016,19.0
9820,"SWEETEN, RANCE G 'RANDY'",TX,15.0,DEM,2016,19.0
9821,"LEONE, ROSS LYNN",TX,15.0,LIB,2016,19.0
9822,"TIJERINA, VANESSA S",TX,15.0,GRE,2016,19.0
9823,"VILLARREAL, RUBEN OSCAR MR.",TX,15.0,REP,2016,19.0
9824,"QUINTANILLA, JOEL",TX,15.0,DEM,2016,19.0
9825,"WESTLEY, TIMMY LEE",TX,15.0,REP,2016,19.0
9826,"GONZALEZ, VICENTE MR.",TX,15.0,DEM,2016,19.0
9827,"SALINAS, XAVIER MR.",TX,15.0,REP,2016,19.0
9828,"MENDOZA, BEN",TX,16.0,DEM,2016,23.5
9829,"PEREZ, JAIME O.",TX,16.0,LIB,2016,23.5
9830,"GOURDOUX, MARY L",TX,16.0,GRE,2016,23.5
9831,"O'ROURKE, ROBERT BETO",TX,16.0,DEM,2016,23.5
9832,"SIMS, KALEB",TX,17.0,REP,2016,29.6
9833,"PATTERSON, CLARK",TX,17.0,LIB,2016,29.6
9834,"MATTA, WILLIAM BRUCE",TX,17.0,DEM,2016,29.6
9835,"PATTERSON, WILLIAM RALPH",TX,17.0,REP,2016,29.6
9836,"FLORES, BILL",TX,17.0,REP,2016,29.6
9837,"FISHER, SHARON JOY",TX,18.0,REP,2016,21.0
9838,"WARREN, DERENDA",TX,18.0,REP,2016,21.0
9839,"GONZALES, REGINO JAMES",TX,18.0,REP,2016,21.0
9840,"BARTLEY, LORI ANITA MRS.",TX,18.0,REP,2016,21.0
9841,"KLEVEN, THOMAS",TX,18.0,GRE,2016,21.0
9842,"PATE, AVA",TX,18.0,REP,2016,21.0
9843,"LEE, SHEILA JACKSON",TX,18.0,DEM,2016,21.0
9844,"GARRETT, GREGORY KEITH",TX,19.0,REP,2016,21.5
9845,"PARRISH, DON",TX,19.0,REP,2016,21.5
9846,"KEY, JOHN C.",TX,19.0,REP,2016,21.5
9847,"WARREN, DERENDA",TX,19.0,REP,2016,21.5
9848,"CORLEY, JASON ERIC MR.",TX,19.0,REP,2016,21.5
9849,"STARR, MICHAEL BOB",TX,19.0,REP,2016,21.5
9850,"MEHAFFEY, SAMUEL DAVID",TX,19.0,REP,2016,21.5
9851,"LAWSON, MARK",TX,19.0,GRE,2016,21.5
9852,"BONAR, TROY",TX,19.0,LIB,2016,21.5
9853,"ROBERTSON, GLEN CHARLES MR.",TX,19.0,REP,2016,21.5
9854,"ARRINGTON, JODEY COOK",TX,19.0,REP,2016,21.5
9855,"MAY, DONALD ROBERT LEE",TX,19.0,REP,2016,21.5
9856,"PERSINGER, SCOTT EDWARD",TX,20.0,REP,2016,23.6
9857,"PIPKIN, PAUL",TX,20.0,GRE,2016,23.6
9858,"BLUNT, JEFFREY C.",TX,20.0,LIB,2016,23.6
9859,"IDROGO, MICHAEL",TX,20.0,LIB,2016,23.6
9860,"CASTRO, JOAQUIN REP.",TX,20.0,DEM,2016,23.6
9861,"LOEWE, MARK",TX,21.0,LIB,2016,44.8
9862,"DIAZ, ANTONIO",TX,21.0,GRE,2016,44.8
9863,"BOONE, DANIEL CURTIS",TX,21.0,DEM,2016,44.8
9864,"WAKELY, THOMAS MR.",TX,21.0,DEM,2016,44.8
9865,"MCCALL, BRIAN MATTHEW",TX,21.0,REP,2016,44.8
9866,"MURPHY, WILLIAM JOHN",TX,21.0,REP,2016,44.8
9867,"PHELPS, TODD",TX,21.0,REP,2016,44.8
9868,"VAKIL, TEJAS",TX,21.0,DEM,2016,44.8
9869,"SMITH, LAMAR",TX,21.0,REP,2016,44.8
9870,"OLSON, PETER G.",TX,22.0,REP,2016,43.9
9871,"HASSAN, AHMAD R",TX,22.0,DEM,2016,43.9
9872,"BLATT, DOUGLAS JAMES MR",TX,22.0,DEM,2016,43.9
9873,"ROURKE, ROBB O",TX,22.0,DEM,2016,43.9
9874,"GIBSON, MARK",TX,22.0,DEM,2016,43.9
9875,"VARGAS, PHILLIP",TX,23.0,DEM,2016,21.4
9876,"PETERSON, WILLIAM SCOTT 'HART'",TX,23.0,REP,2016,21.4
9877,"KEENEN, LEE THOMAS DR. JR.",TX,23.0,DEM,2016,21.4
9878,"CORVALAN, RUBEN",TX,23.0,LIB,2016,21.4
9879,"HURD, WILLIAM",TX,23.0,REP,2016,21.4
9880,"GALLEGO, PETE",TX,23.0,DEM,2016,21.4
9881,"RANGEL, ROLAND",TX,24.0,LIB,2016,44.2
9882,"LOZANO, ROY E",TX,24.0,REP,2016,44.2
9883,"SPARKS, DAVID",TX,24.0,LIB,2016,44.2
9884,"KOLLS, MIKE",TX,24.0,LIB,2016,44.2
9885,"MCCORMICK, KEVIN",TX,24.0,GRE,2016,44.2
9886,"MCDOWELL, JAN",TX,24.0,DEM,2016,44.2
9887,"MARCHANT, KENNY E MR.",TX,24.0,REP,2016,44.2
9888,"SCHNEIDERMAN, LOREN MARC",TX,25.0,LIB,2016,35.8
9889,"TIDWELL, EDWARD",TX,25.0,LIB,2016,35.8
9890,"THOMAS, KATHLEEN",TX,25.0,DEM,2016,35.8
9891,"WILLIAMS, ROGER",TX,25.0,REP,2016,35.8
9892,"BEEBE, MICAH",TX,26.0,REP,2016,41.4
9893,"SOMERVILL, ROBERT ERIC",TX,26.0,REP,2016,41.4
9894,"BOLER, MARK",TX,26.0,LIB,2016,41.4
9895,"MAUCK, ERIC",TX,26.0,DEM,2016,41.4
9896,"KRAUSE, JOEL AUGUST",TX,26.0,REP,2016,41.4
9897,"BURGESS, MICHAEL C. DR.",TX,26.0,REP,2016,41.4
9898,"RAASCH, WAYNE GORDON",TX,27.0,DEM,2016,18.7
9899,"MADRIGAL, RAY",TX,27.0,DEM,2016,18.7
9900,"HARRINGTON, JOHN WESLEY IV",TX,27.0,REP,2016,18.7
9901,"BARRERA, RAUL (ROY)",TX,27.0,DEM,2016,18.7
9902,"DEEB, GREGORY PATRICK",TX,27.0,REP,2016,18.7
9903,"FARENTHOLD, RANDOLPH BLAKE",TX,27.0,REP,2016,18.7
9904,"HARDIN, ZEFFEN MR",TX,28.0,REP,2016,17.7
9905,"HAYWARD, WILLIAM R",TX,28.0,DEM,2016,17.7
9906,"CARY, MICHAEL DWAIN",TX,28.0,GRE,2016,17.7
9907,"CUELLAR, HENRY",TX,28.0,DEM,2016,17.7
9908,"PARTSCH, JAMES GALVAN",TX,29.0,GRE,2016,9.3
9909,"PEREZ, N RUBEN",TX,29.0,LIB,2016,9.3
9910,"GARZA, JULIO",TX,29.0,REP,2016,9.3
9911,"SCHAFRANEK, ROBERT",TX,29.0,REP,2016,9.3
9912,"GREEN, RAYMOND E. 'GENE'",TX,29.0,DEM,2016,9.3
9913,"GARCIA, DOMINIQUE MICHELLE",TX,29.0,DEM,2016,9.3
9914,"GARCIA, ADRIAN",TX,29.0,DEM,2016,9.3
9915,"JOHNSON, EDDIE BERNICE",TX,30.0,DEM,2016,19.8
9916,"PRENTICE, THOM",TX,30.0,GRE,2016,19.8
9917,"BRASHEAR-MODICA, JERRY LEE",TX,30.0,DEM,2016,19.8
9918,"CARAWAY, BARBARA LEN MALLORY",TX,30.0,DEM,2016,19.8
9919,"LINGERFELT, CHARLES B",TX,30.0,REP,2016,19.8
9920,"WOODS, JARRETT",TX,30.0,LIB,2016,19.8
9921,"VANCE, BRANDON JOVAL",TX,30.0,DEM,2016,19.8
9922,"CORNELIUS, BOB",TX,31.0,REP,2016,33.7
9923,"BALLARD, SCOTT J",TX,31.0,LIB,2016,33.7
9924,"SWEENEY, MIKE",TX,31.0,REP,2016,33.7
9925,"CARTER, JOHN R. REP.",TX,31.0,REP,2016,33.7
9926,"CLARK, MIKE",TX,31.0,DEM,2016,33.7
9927,"TOKAR, JEFF",TX,32.0,REP,2016,43.0
9928,"PETER, RICHARD",TX,32.0,REP,2016,43.0
9929,"RANKIN, ED",TX,32.0,LIB,2016,43.0
9930,"ROUGHNEEN, CHERIE",TX,32.0,REP,2016,43.0
9931,"RAMSLAND, RUSSELL JAMES JR.",TX,32.0,REP,2016,43.0
9932,"STUARD, GARY",TX,32.0,GRE,2016,43.0
9933,"SESSIONS, PETE MR.",TX,32.0,REP,2016,43.0
9934,"BROWN, PAUL MICHAEL",TX,32.0,REP,2016,43.0
9935,"STANLEY, ROY CARL",TX,33.0,GRE,2016,9.4
9936,"CHADWICK, HOWARD BRUCE",TX,33.0,REP,2016,9.4
9937,"QUINTANILLA, CARLOS",TX,33.0,DEM,2016,9.4
9938,"REEVES, JASON",TX,33.0,LIB,2016,9.4
9939,"MITCHELL, MONTE MARK",TX,33.0,REP,2016,9.4
9940,"VEASEY, MARC ALLISON MR.",TX,33.0,DEM,2016,9.4
9941,"WALBECK, MATTHEW DALE",TX,34.0,REP,2016,15.1
9942,"GONZALEZ, REY DR.",TX,34.0,REP,2016,15.1
9943,"VADEN, WILLIAM R",TX,34.0,REP,2016,15.1
9944,"VELA, FILEMON MR.",TX,34.0,DEM,2016,15.1
9945,"SMITH, RHETT ROSENQUEST",TX,35.0,LIB,2016,19.0
9946,"TRIMBLE, SCOTT",TX,35.0,GRE,2016,19.0
9947,"DOGGETT, LLOYD",TX,35.0,DEM,2016,19.0
9948,"NARVAIZ, SUSAN",TX,35.0,REP,2016,19.0
9949,"COLE, MICHAEL K",TX,36.0,DEM,2016,18.8
9950,"RIDLEY, H.J., JR.",TX,36.0,GRE,2016,18.8
9951,"STOVALL, DWAYNE",TX,36.0,REP,2016,18.8
9952,"BABIN, BRIAN",TX,36.0,REP,2016,18.8
9953,"CHIU, DAVID YU-LIN",UT,1.0,REP,2016,28.5
9954,"BOWDEN, CRAIG RICHARD",UT,1.0,LIB,2016,28.5
9955,"FAIRBANKS, CHADWICK H. III",UT,1.0,UN,2016,28.5
9956,"CLEMENS, PETER C",UT,1.0,DEM,2016,28.5
9957,"BISHOP, ROBERT",UT,1.0,REP,2016,28.5
9958,"STEWART, CHRIS",UT,2.0,REP,2016,31.4
9959,"ALBARRAN, CHARLENE MCARTHUR",UT,2.0,DEM,2016,31.4
9960,"SMITH, JEREMY M.",UT,2.0,REP,2016,31.4
9961,"MCCOLLAUM, PAUL J., JR.",UT,2.0,CON,2016,31.4
9962,"TENG, CHIA-CHI",UT,3.0,REP,2016,39.3
9963,"CHAFFETZ, JASON",UT,3.0,REP,2016,39.3
9964,"TRYON, STEPHEN P.",UT,3.0,DEM,2016,39.3
9965,"SIMONSEN, COLLIN ROBERT",UT,4.0,CON,2016,28.2
9966,"OWENS, H DOUGLAS",UT,4.0,DEM,2016,28.2
9967,"LOVE, MIA",UT,4.0,REP,2016,28.2
9968,"WITTMAN, ROBERT J MR.",VA,1.0,REP,2016,35.2
9969,"PARKER, G. GAIL",VA,1.0,IND,2016,35.2
9970,"ROWE, MATTHEW",VA,1.0,DEM,2016,35.2
9971,"BROWN, SHAUN DENISE",VA,2.0,DEM,2016,33.2
9972,"CARDWELL, CHARLES PATTESON IV",VA,2.0,REP,2016,33.2
9973,"TAYLOR, SCOTT",VA,2.0,REP,2016,33.2
9974,"WILLIAMS, MARTIN L. MR.",VA,3.0,REP,2016,25.3
9975,"SCOTT, ROBERT C.",VA,3.0,DEM,2016,25.3
9976,"GONZALEZ, JACKEE K.",VA,4.0,REP,2016,27.6
9977,"KIMOTHO-GONZALEZ, JACQUELINE MRS.",VA,4.0,REP,2016,27.6
9978,"WARD, ELLA PORTER",VA,4.0,DEM,2016,27.6
9979,"FORBES, J. RANDY",VA,4.0,REP,2016,27.6
9980,"MCEACHIN, ASTON DONALD MR.",VA,4.0,DEM,2016,27.6
9981,"WADE, MICHAEL LEO",VA,4.0,REP,2016,27.6
9982,"MCKELVEY, JAMES K",VA,5.0,REP,2016,26.5
9983,"BUPP, MITCHELL",VA,5.0,IND,2016,26.5
9984,"CAGE, ERICKE",VA,5.0,DEM,2016,26.5
9985,"DEL ROSSO, MICHAEL JOSEPH MR.",VA,5.0,REP,2016,26.5
9986,"DITTMAR, JANE DESIMONE",VA,5.0,DEM,2016,26.5
9987,"GARRETT, THOMAS ALEXANDER MR. JR.",VA,5.0,REP,2016,26.5
9988,"WHITED, JOE",VA,5.0,REP,2016,26.5
9989,"HOWARTH, THOMAS JAMES",VA,6.0,DEM,2016,26.6
9990,"GOODLATTE, ROBERT W.",VA,6.0,REP,2016,26.6
9991,"GRIEGO, HARRY MR",VA,6.0,REP,2016,26.6
9992,"DEGNER, KAI",VA,6.0,DEM,2016,26.6
9993,"DICKINSON, MICHAEL ROBERT",VA,7.0,DEM,2016,37.3
9994,"MADDUX, ROBERT CRANFORD",VA,7.0,DEM,2016,37.3
9995,"HAWKS, JOEL RAY",VA,7.0,DEM,2016,37.3
9996,"BEDELL, EILEEN MCNEIL",VA,7.0,DEM,2016,37.3
9997,"BRAT, DAVID ALAN MR.",VA,7.0,REP,2016,37.3
9998,"GRACIA, JULIO",VA,8.0,IND,2016,61.1
9999,"WEBB, MICHAEL DAVID",VA,8.0,REP,2016,61.1
10000,"BEYER, DONALD STERNOFF JR.",VA,8.0,DEM,2016,61.1
10001,"HERNICK, CHARLES ALAN MR.",VA,8.0,REP,2016,61.1
10002,"PUGH, DANNY CLAY MR.",VA,9.0,DEM,2016,19.7
10003,"BOYD, JANICE ALLEN",VA,9.0,DEM,2016,19.7
10004,"BUNCH, WILLIAM CAREY 'BILL' JR",VA,9.0,DEM,2016,19.7
10005,"GRIFFITH, H MORGAN",VA,9.0,REP,2016,19.7
10006,"KITTS, DEREK WAYNE",VA,9.0,DEM,2016,19.7
10007,"MODICA, JULIEN",VA,10.0,DEM,2016,54.4
10008,"BENNETT, LUANN",VA,10.0,DEM,2016,54.4
10009,"COMSTOCK, BARBARA J HONORABLE",VA,10.0,REP,2016,54.4
10010,"WOLFE, JOHN MICHAEL",VA,11.0,REP,2016,54.4
10011,"GALDO, JOSEPH F",VA,11.0,GRE,2016,54.4
10012,"CONNOLLY, GERALD EDWARD",VA,11.0,DEM,2016,54.4
10013,"BROWN, PAUL MICHAEL",VA,32.0,REP,2016,
10014,"ACKLEY, GORDON P",VI,0.0,REP,2016,
10015,"RUSSELL, RONALD E MR",VI,0.0,DEM,2016,
10016,"PLASKETT, STACEY ",VI,0.0,DEM,2016,
10017,"CLAWSON, ERICA",VT,0.0,OTH,2016,36.2
10018,"WELCH, PETER",VT,0.0,DEM,2016,36.2
10019,"PERNULA, JACOB",WA,1.0,DEM,2016,41.6
10020,"SUTHERLAND, ROBERT J",WA,1.0,REP,2016,41.6
10021,"STORMS, ALEX",WA,1.0,IND,2016,41.6
10022,"STAFNE, SCOTT",WA,1.0,LIB,2016,41.6
10023,"ORLINSKI, BOLESLAW (JOHN)",WA,1.0,1,2016,41.6
10024,"SCOTT, ELIZABETH",WA,1.0,REP,2016,41.6
10025,"DELBENE, SUZAN K",WA,1.0,DEM,2016,41.6
10026,"LAPOINTE, MICHAEL EDWARD",WA,2.0,DEM,2016,30.0
10027,"LUKE, BRIAN",WA,2.0,LIB,2016,30.0
10028,"ILONUMMI, KARI",WA,2.0,NNE,2016,30.0
10029,"HENNEMANN, MARC",WA,2.0,REP,2016,30.0
10030,"LARSEN, RICK",WA,2.0,DEM,2016,30.0
10031,"MARX, ANGELA KAYE",WA,3.0,DEM,2016,23.8
10032,"STEENSON, DAVID ALEXANDER MR",WA,3.0,REP,2016,23.8
10033,"BROCKMOLLER, JENNIFER Y MRS.",WA,3.0,REP,2016,23.8
10034,"MOELLER, JAMES C",WA,3.0,DEM,2016,23.8
10035,"ARTHUR, KATHLEEN (GRANDMA WARRIOR)",WA,3.0,DEM,2016,23.8
10036,"BEUTLER, JAIME HERRERA",WA,3.0,REP,2016,23.8
10037,"WORTHINGTON, L.A. (WORTHY)",WA,3.0,OTH,2016,23.8
10038,"HERRERA BEUTLER, JAIME",WA,3.0,REP,2016,23.8
10039,"MCDEVITT, DAVID MALCOLM MR",WA,3.0,DEM,2016,23.8
10040,"DIDIER, CLINT",WA,4.0,REP,2016,19.6
10041,"NEWHOUSE, DAN",WA,4.0,REP,2016,19.6
10042,"GUSS, MICHAEL MR.",WA,4.0,DEM,2016,19.6
10043,"MCKINLEY, DOUGLAS E. JR.",WA,4.0,DEM,2016,19.6
10044,"MALAN, JOHN",WA,4.0,DEM,2016,19.6
10045,"JAKEMAN, GLENN M.",WA,4.0,REP,2016,19.6
10046,"KAY, DAVID",WA,5.0,DEM,2016,28.4
10047,"MCGEE, KRYSTOL",WA,5.0,LIB,2016,28.4
10048,"RODGERS, CATHY MCMORRIS",WA,5.0,REP,2016,28.4
10049,"MCMORRIS RODGERS, CATHY",WA,5.0,REP,2016,28.4
10050,"WILSON, DAVID J",WA,5.0,OTH,2016,28.4
10051,"PAKOOTAS, JOSEPH A",WA,5.0,DEM,2016,28.4
10052,"HORNE, THOMAS M",WA,5.0,REP,2016,28.4
10053,"BLOOM, TODD ANTHONY",WA,6.0,REP,2016,28.6
10054,"COVERDALE, MICHAEL DUANE",WA,6.0,IND,2016,28.6
10055,"BRODHEAD, STEPHAN ANDREW",WA,6.0,REP,2016,28.6
10056,"NUCHIMS, PAUL L.",WA,6.0,DEM,2016,28.6
10057,"VEGA, TYLER MYLES",WA,6.0,GRE,2016,28.6
10058,"KILMER, DEREK",WA,6.0,DEM,2016,28.6
10059,"STILWELL, JEFF",WA,7.0,DEM,2016,58.2
10060,"MCDERMOTT, JAMES JOSEPH",WA,7.0,DEM,2016,58.2
10061,"RIVERS, DONOVAN LAMONT",WA,7.0,DEM,2016,58.2
10062,"JAYAPAL, PRAMILA",WA,7.0,DEM,2016,58.2
10063,"SUTHERLAND, S",WA,7.0,REP,2016,58.2
10064,"COOPER, CARL",WA,7.0,OTH,2016,58.2
10065,"REGIER, LESLIE",WA,7.0,OTH,2016,58.2
10066,"JHAVERI, ARUN",WA,7.0,DEM,2016,58.2
10067,"KELLER, CRAIG",WA,7.0,REP,2016,58.2
10068,"WALKINSHAW, BRADY PINERO",WA,7.0,DEM,2016,58.2
10069,"RITCHIE, JASON",WA,8.0,DEM,2016,33.0
10070,"RAMOS, SANTIAGO",WA,8.0,DEM,2016,33.0
10071,"GRAYSON, RICHARD",WA,8.0,GRE,2016,33.0
10072,"SKOLD, ALIDA",WA,8.0,DEM,2016,33.0
10073,"WALSH, MARGARET M.",WA,8.0,OTH,2016,33.0
10074,"ARNOLD, KEITH",WA,8.0,OTH,2016,33.0
10075,"VENTRELLA, TONY",WA,8.0,DEM,2016,33.0
10076,"REICHERT, DAVE",WA,8.0,REP,2016,33.0
10077,"BASLER, DOUGLAS MICHAEL",WA,9.0,REP,2016,40.3
10078,"SMITH, D ADAM",WA,9.0,DEM,2016,40.3
10079,"SMITH, DANIEL",WA,9.0,DEM,2016,40.3
10080,"FLENER, JEARY",WA,9.0,OTH,2016,40.3
10081,"WINEBERRY, JESSE",WA,9.0,DEM,2016,40.3
10082,"BOYCE, RICHARD",WA,10.0,OTH,2016,26.7
10083,"POSTMA, JAMES",WA,10.0,REP,2016,26.7
10084,"FERGUSON, JENNIFER GIGI",WA,10.0,DEM,2016,26.7
10085,"HECK, DENNIS",WA,10.0,DEM,2016,26.7
10086,"KRAAYVANGER, JASON",WI,1.0,IND,2016,27.3
10087,"RYAN, PAUL D.",WI,1.0,REP,2016,27.3
10088,"ZIMMERMAN, SPENCER",WI,1.0,OTH,2016,27.3
10089,"LEBECK, JASON MR.",WI,1.0,LIB,2016,27.3
10090,"BREU, TOM",WI,1.0,DEM,2016,27.3
10091,"NEHLEN, PAUL III",WI,1.0,REP,2016,27.3
10092,"SOLEN, RYAN ASHER",WI,1.0,DEM,2016,27.3
10093,"THERON, DANIEL PETER",WI,2.0,REP,2016,40.2
10094,"POCAN, MARK",WI,2.0,DEM,2016,40.2
10095,"BUCHHOLZ, MYRON EARL MR.",WI,3.0,DEM,2016,24.3
10096,"KIND, RONALD JAMES",WI,3.0,DEM,2016,24.3
10097,"CARNAHAN, WELDON",WI,4.0,REP,2016,27.1
10098,"GEORGE, GARY R.",WI,4.0,DEM,2016,27.1
10099,"CRAIG, ANDY",WI,4.0,LIB,2016,27.1
10100,"RAYMOND, ROBERT",WI,4.0,IND,2016,27.1
10101,"MOORE, GWEN S",WI,4.0,DEM,2016,27.1
10102,"BECKER, JULIE C MRS",WI,5.0,CON,2016,35.7
10103,"ARNDT, JOHN",WI,5.0,LIB,2016,35.7
10104,"PENEBAKER, KHARY",WI,5.0,DEM,2016,35.7
10105,"SENSENBRENNER, F. JAMES JR.",WI,5.0,REP,2016,35.7
10106,"DAHLKE, JEFFERY J",WI,6.0,IND,2016,25.2
10107,"SLATTERY, WILLIAM",WI,6.0,DEM,2016,25.2
10108,"LLOYD, SARAH",WI,6.0,DEM,2016,25.2
10109,"GROTHMAN, GLENN S.",WI,6.0,REP,2016,25.2
10110,"WESTLUND, KELLY",WI,7.0,DEM,2016,22.0
10111,"QUISLER, ETHEL C",WI,7.0,DEM,2016,22.0
10112,"BANGSTAD, KIRK",WI,7.0,DEM,2016,22.0
10113,"RAIHALA, DON",WI,7.0,REP,2016,22.0
10114,"LEWIS, JOEL ANDREW",WI,7.0,DEM,2016,22.0
10115,"SALAMONE, PHILIP PETER",WI,7.0,DEM,2016,22.0
10116,"HOEFT, MARY",WI,7.0,DEM,2016,22.0
10117,"DUFFY, SEAN",WI,7.0,REP,2016,22.0
10118,"MCNULTY, TERRY J MR.",WI,8.0,REP,2016,24.9
10119,"LASEE, FRANK",WI,8.0,REP,2016,24.9
10120,"HOFFMAN, RALPH ROBBIE",WI,8.0,IND,2016,24.9
10121,"GRIBBEN, WENDY",WI,8.0,GRE,2016,24.9
10122,"NELSON, TOM",WI,8.0,DEM,2016,24.9
10123,"GALLAGHER, MICHAEL JOHN",WI,8.0,REP,2016,24.9
10124,"MANYPENNY, MICHAEL NOEL HON. II",WV,1.0,DEM,2016,21.8
10125,"MANYPENNY, MIKE",WV,1.0,DEM,2016,21.8
10126,"MCKINLEY, DAVID B. MR.",WV,1.0,REP,2016,21.8
10127,"PAYNE, TOM",WV,2.0,DEM,2016,21.2
10128,"PEYTON, HARVEY D.",WV,2.0,DEM,2016,21.2
10129,"SAVITT, MARC",WV,2.0,REP,2016,21.2
10130,"HUNT, MARK ALLEN",WV,2.0,DEM,2016,21.2
10131,"SIMPSON, CORY",WV,2.0,DEM,2016,21.2
10132,"WILSON, ROBERT 'ROBIN' JR.",WV,2.0,DEM,2016,21.2
10133,"MOONEY, ALEXANDER XAVIER",WV,2.0,REP,2016,21.2
10134,"DETCH, MATTHEW PAUL",WV,3.0,DEM,2016,15.6
10135,"WILSON, ROBERT JR.",WV,3.0,DEM,2016,15.6
10136,"LAWHORN, ZANE RENEE",WV,3.0,LIB,2016,15.6
10137,"JENKINS, EVAN H",WV,3.0,REP,2016,15.6
10138,"TYRREL, CHARLES T.",WY,0.0,REP,2016,26.0
10139,"CUMMINGS, DANIEL CLYDE",WY,0.0,CON,2016,26.0
10140,"CHRISTENSEN, LELAND G",WY,0.0,REP,2016,26.0
10141,"RAMMELL, REX",WY,0.0,REP,2016,26.0
10142,"PAAD, PAUL",WY,0.0,REP,2016,26.0
10143,"STUBSON, TIMOTHY MICHAEL",WY,0.0,REP,2016,26.0
10144,"SENTENEY, JASON ADAM",WY,0.0,REP,2016,26.0
10145,"STRUEMPF, LAWRENCE GERARD",WY,0.0,LIB,2016,26.0
10146,"BEAUDRY, HEATH",WY,0.0,REP,2016,26.0
10147,"GRAYSON, RICHARD",WY,0.0,DEM,2016,26.0
10148,"GREENE, RYAN",WY,0.0,DEM,2016,26.0
10149,"HARDY, CHARLIE",WY,0.0,DEM,2016,26.0
10150,"MEENA, JOHN ANTHONY",WY,0.0,UN,2016,26.0
10151,"KONSMO, MICHAEL MR.",WY,0.0,REP,2016,26.0
10152,"CHENEY, ELIZABETH MRS.",WY,0.0,REP,2016,26.0
10153,"SMITH, DARIN DALE",WY,0.0,REP,2016,26.0
10154,"FITCH, GREGORY FITCH MR",AK,0.0,NPA,2018,28.8
10155,"SHEIN, DIMITRI",AK,0.0,DEM,2018,28.8
10156,"GALVIN, ALYSE",AK,0.0,IND,2018,28.8
10157,"NELSON, THOMAS JOHN",AK,0.0,REP,2018,28.8
10158,"YOUNG, DONALD E",AK,0.0,REP,2018,28.8
10159,"CUMINGS, CHRISTOPHER CHARLES",AK,0.0,NPA,2018,28.8
10160,"HILL, SIDNEY I.",AK,0.0,IND,2018,28.8
10161,"HAFNER, CAROL",AK,0.0,DEM,2018,28.8
10162,"WHITTAKER, JED",AK,0.0,REP,2018,28.8
10163,"ARRAS, JENNIFER O'FARRILL MRS.",AL,1.0,DEM,2018,23.3
10164,"KENNEDY, ROBERT JR.",AL,1.0,DEM,2018,23.3
