percent_bachelor_or_above,name,state_fips,district,year,congress_session,raceyear,state,area,repcandidate,demcandidate
17.0,"Congressional District 3 (106th Congress), Arkansas",05,03,2000,106th Congress,1998,Arkansas,District 3,"Hutchinson, Asa",
13.6,"Congressional District 4 (106th Congress), Arkansas",05,04,2000,106th Congress,1998,Arkansas,District 4,"Dickey, Jay","Smith, Judy"
21.3,"Congressional District 1 (106th Congress), California",06,01,2000,106th Congress,1998,California,District 1,"Luce, Mark","Thompson, Mike"
19.0,"Congressional District 2 (106th Congress), California",06,02,2000,106th Congress,1998,California,District 2,"Herger, Wally","Braden, Roberts A."
21.4,"Congressional District 3 (106th Congress), California",06,03,2000,106th Congress,1998,California,District 3,"Ose, Doug","Dunn, Sandie"
26.8,"Congressional District 4 (106th Congress), California",06,04,2000,106th Congress,1998,California,District 4,"Doolittle, John T.","Shapiro, David"
25.2,"Congressional District 5 (106th Congress), California",06,05,2000,106th Congress,1998,California,District 5,"Dinsmore, Robert S.","Matsui, Robert T."
37.8,"Congressional District 6 (106th Congress), California",06,06,2000,106th Congress,1998,California,District 6,"McAuliffe, Ken","Woolsey, Lynn"
24.7,"Congressional District 7 (106th Congress), California",06,07,2000,106th Congress,1998,California,District 7,"Reece, Norman H.","Miller, George"
44.0,"Congressional District 8 (106th Congress), California",06,08,2000,106th Congress,1998,California,District 8,"Martz, David J.","Pelosi, Nancy"
40.3,"Congressional District 9 (106th Congress), California",06,09,2000,106th Congress,1998,California,District 9,"Sanders, Claiborne","Lee, Barbara"
41.4,"Congressional District 10 (106th Congress), California",06,10,2000,106th Congress,1998,California,District 10,"Ball, Charles","Tauscher, Ellen O."
16.7,"Congressional District 11 (106th Congress), California",06,11,2000,106th Congress,1998,California,District 11,"Pombo, Richard W.","Figueroa, Robert L."
40.1,"Congressional District 12 (106th Congress), California",06,12,2000,106th Congress,1998,California,District 12,"Evans, Robert H. Jr.","Lantos, Tom"
30.3,"Congressional District 13 (106th Congress), California",06,13,2000,106th Congress,1998,California,District 13,"Goetz, James R.","Stark, Fortney Pete"
54.4,"Congressional District 14 (106th Congress), California",06,14,2000,106th Congress,1998,California,District 14,"Haugen, John C.","Eshoo, Anna G."
43.7,"Congressional District 15 (106th Congress), California",06,15,2000,106th Congress,1998,California,District 15,"Campbell, Tom","Lane, Dick"
24.8,"Congressional District 16 (106th Congress), California",06,16,2000,106th Congress,1998,California,District 16,"Thayn, Horace Gene","Lofgren, Zoe"
25.0,"Congressional District 17 (106th Congress), California",06,17,2000,106th Congress,1998,California,District 17,"McCampbell, Bill","Farr, Sam"
13.0,"Congressional District 18 (106th Congress), California",06,18,2000,106th Congress,1998,California,District 18,,"Condit, Gary A."
20.4,"Congressional District 19 (106th Congress), California",06,19,2000,106th Congress,1998,California,District 19,"Radanovich, George P.",
7.1,"Congressional District 20 (106th Congress), California",06,20,2000,106th Congress,1998,California,District 20,"Unruh, Cliff","Dooley, Calvin"
15.3,"Congressional District 21 (106th Congress), California",06,21,2000,106th Congress,1998,California,District 21,"Thomas, William M.",
28.4,"Congressional District 22 (106th Congress), California",06,22,2000,106th Congress,1998,California,District 22,"Bordonaro, Tom J.","Capps, Lois"
23.9,"Congressional District 23 (106th Congress), California",06,23,2000,106th Congress,1998,California,District 23,"Gallegly, Elton","Gonzalez, Daniel"
38.3,"Congressional District 24 (106th Congress), California",06,24,2000,106th Congress,1998,California,District 24,"Hoffman, Randy","Sherman, Brad"
24.6,"Congressional District 25 (106th Congress), California",06,25,2000,106th Congress,1998,California,District 25,"McKeon, Howard P.",
14.2,"Congressional District 26 (106th Congress), California",06,26,2000,106th Congress,1998,California,District 26,,"Berman, Howard L."
36.2,"Congressional District 27 (106th Congress), California",06,27,2000,106th Congress,1998,California,District 27,"Rogan, James E.","Gordon, Barry A."
29.1,"Congressional District 28 (106th Congress), California",06,28,2000,106th Congress,1998,California,District 28,"Dreier, David","Nelson, Janice M."
52.9,"Congressional District 29 (106th Congress), California",06,29,2000,106th Congress,1998,California,District 29,"Gottlieb, Mike","Waxman, Henry A."
17.5,"Congressional District 30 (106th Congress), California",06,30,2000,106th Congress,1998,California,District 30,"Parker, Patricia Jean","Becerra, Xavier"
15.4,"Congressional District 31 (106th Congress), California",06,31,2000,106th Congress,1998,California,District 31,"Moreno, Frank C.","Martinez, Matthew G."
26.4,"Congressional District 32 (106th Congress), California",06,32,2000,106th Congress,1998,California,District 32,"Ardito, Larry","Dixon, Julian C."
6.1,"Congressional District 33 (106th Congress), California",06,33,2000,106th Congress,1998,California,District 33,"Miller, Wayne","Roybal-Allard, Lucille"
12.5,"Congressional District 34 (106th Congress), California",06,34,2000,106th Congress,1998,California,District 34,"Perez, Ed","Napolitano, Grace Flores"
9.5,"Congressional District 35 (106th Congress), California",06,35,2000,106th Congress,1998,California,District 35,,"Waters, Maxine"
42.2,"Congressional District 36 (106th Congress), California",06,36,2000,106th Congress,1998,California,District 36,"Kuykendall, Steven","Hahn, Janice"
9.0,"Congressional District 37 (106th Congress), California",06,37,2000,106th Congress,1998,California,District 37,"Lankster, Saul E.","Millender-McDonald, Juanita"
22.2,"Congressional District 38 (106th Congress), California",06,38,2000,106th Congress,1998,California,District 38,"Horn, Steve","Mathews, Peter"
28.3,"Congressional District 39 (106th Congress), California",06,39,2000,106th Congress,1998,California,District 39,"Royce, Ed","Groom, A. R."
17.2,"Congressional District 40 (106th Congress), California",06,40,2000,106th Congress,1998,California,District 40,"Lewis, Jerry","Conaway, Robert"
24.2,"Congressional District 41 (106th Congress), California",06,41,2000,106th Congress,1998,California,District 41,"Miller, Gary G.","Ansari, Eileen R."
12.6,"Congressional District 42 (106th Congress), California",06,42,2000,106th Congress,1998,California,District 42,"Pirozzi, Elia","Brown, George E. Jr."
17.0,"Congressional District 43 (106th Congress), California",06,43,2000,106th Congress,1998,California,District 43,"Calvert, Ken","Rayburn, Mike"
15.5,"Congressional District 44 (106th Congress), California",06,44,2000,106th Congress,1998,California,District 44,"Bono Mack, Mary","Waite, Ralph"
30.2,"Congressional District 45 (106th Congress), California",06,45,2000,106th Congress,1998,California,District 45,"Rohrabacher, Dana","Neal, Patricia W."
11.1,"Congressional District 46 (106th Congress), California",06,46,2000,106th Congress,1998,California,District 46,"Dornan, Robert K.","Sanchez, Loretta"
41.8,"Congressional District 47 (106th Congress), California",06,47,2000,106th Congress,1998,California,District 47,"Cox, Charles Christopher","Avalos, Christina"
32.4,"Congressional District 48 (106th Congress), California",06,48,2000,106th Congress,1998,California,District 48,"Packard, Ron",
39.9,"Congressional District 49 (106th Congress), California",06,49,2000,106th Congress,1998,California,District 49,"Bilbray, Brian P.","Kehoe, Christine T."
15.4,"Congressional District 50 (106th Congress), California",06,50,2000,106th Congress,1998,California,District 50,,"Filner, Bob"
41.1,"Congressional District 51 (106th Congress), California",06,51,2000,106th Congress,1998,California,District 51,"Cunningham, Randy","Kripke, Dan"
18.2,"Congressional District 52 (106th Congress), California",06,52,2000,106th Congress,1998,California,District 52,"Hunter, Duncan L.",
31.1,"Congressional District 1 (106th Congress), Colorado",08,01,2000,106th Congress,1998,Colorado,District 1,"McClanahan, Nancy","DeGette, Diana L."
37.0,"Congressional District 2 (106th Congress), Colorado",08,02,2000,106th Congress,1998,Colorado,District 2,"Greenlee, Bob","Udall, Mark"
26.5,"Congressional District 3 (106th Congress), Colorado",08,03,2000,106th Congress,1998,Colorado,District 3,"McInnis, Scott","Kelley, Robert Reed"
27.1,"Congressional District 4 (106th Congress), Colorado",08,04,2000,106th Congress,1998,Colorado,District 4,"Schaffer, Bob","Kirkpatrick, Susan"
37.6,"Congressional District 5 (106th Congress), Colorado",08,05,2000,106th Congress,1998,Colorado,District 5,"Hefley, Joel","Alford, Ken"
36.8,"Congressional District 6 (106th Congress), Colorado",08,06,2000,106th Congress,1998,Colorado,District 6,"Tancredo, Tom","Strauss, Henry L."
30.6,"Congressional District 1 (106th Congress), Connecticut",09,01,2000,106th Congress,1998,Connecticut,District 1,"O'Connor, Kevin","Larson, John B."
27.3,"Congressional District 2 (106th Congress), Connecticut",09,02,2000,106th Congress,1998,Connecticut,District 2,"Koval, Gary M.","Gejdenson, Samuel"
31.2,"Congressional District 3 (106th Congress), Connecticut",09,03,2000,106th Congress,1998,Connecticut,District 3,"Reust, Martin T.","DeLauro, Rosa L."
39.9,"Congressional District 4 (106th Congress), Connecticut",09,04,2000,106th Congress,1998,Connecticut,District 4,"Shays, Christopher","Kantrowitz, Johathan D."
30.7,"Congressional District 5 (106th Congress), Connecticut",09,05,2000,106th Congress,1998,Connecticut,District 5,"Nielsen, Mark","Maloney, James H."
28.6,"Congressional District 6 (106th Congress), Connecticut",09,06,2000,106th Congress,1998,Connecticut,District 6,"Johnson, Nancy L.","Koskoff, Charlotte"
25.0,"Congressional District (at Large) (106th Congress), Delaware",10,00,2000,106th Congress,1998,Delaware,At Large,"Castle, Michael N.","Williams, Dennis E."
39.1,"Delegate District (at Large) (106th Congress), District of Columbia",11,98,2000,106th Congress,1998,,,,
21.4,"Congressional District 1 (106th Congress), Florida",12,01,2000,106th Congress,1998,Florida,District 1,"Scarborough, Charles Joe",
21.7,"Congressional District 2 (106th Congress), Florida",12,02,2000,106th Congress,1998,Florida,District 2,,"Boyd, F. Allen Jr."
12.4,"Congressional District 3 (106th Congress), Florida",12,03,2000,106th Congress,1998,Florida,District 3,"Randall, Bill","Brown, Corrine"
28.0,"Congressional District 4 (106th Congress), Florida",12,04,2000,106th Congress,1998,Florida,District 4,"Fowler, Tillie",
18.7,"Congressional District 5 (106th Congress), Florida",12,05,2000,106th Congress,1998,Florida,District 5,,"Thurman, Karen L."
14.8,"Congressional District 6 (106th Congress), Florida",12,06,2000,106th Congress,1998,Florida,District 6,"Stearns, Clifford B.",
23.9,"Congressional District 7 (106th Congress), Florida",12,07,2000,106th Congress,1998,Florida,District 7,"Mica, John L.",
27.6,"Congressional District 8 (106th Congress), Florida",12,08,2000,106th Congress,1998,Florida,District 8,"McCollum, Bill","Krulick, Al"
26.0,"Congressional District 9 (106th Congress), Florida",12,09,2000,106th Congress,1998,Florida,District 9,"Bilirakis, Michael",
20.9,"Congressional District 10 (106th Congress), Florida",12,10,2000,106th Congress,1998,Florida,District 10,"Young, C.W. Bill",
23.2,"Congressional District 11 (106th Congress), Florida",12,11,2000,106th Congress,1998,Florida,District 11,"Chillura, Joe","Davis, Jim"
15.5,"Congressional District 12 (106th Congress), Florida",12,12,2000,106th Congress,1998,Florida,District 12,"Canady, Charles T.",
23.5,"Congressional District 13 (106th Congress), Florida",12,13,2000,106th Congress,1998,Florida,District 13,"Miller, Dan",
22.9,"Congressional District 14 (106th Congress), Florida",12,14,2000,106th Congress,1998,Florida,District 14,"Goss, Porter J.",
22.0,"Congressional District 15 (106th Congress), Florida",12,15,2000,106th Congress,1998,Florida,District 15,"Weldon, Dave","Golding, David R."
21.9,"Congressional District 16 (106th Congress), Florida",12,16,2000,106th Congress,1998,Florida,District 16,"Foley, Mark",
11.5,"Congressional District 17 (106th Congress), Florida",12,17,2000,106th Congress,1998,Florida,District 17,,"Meek, Carrie P."
25.3,"Congressional District 18 (106th Congress), Florida",12,18,2000,106th Congress,1998,Florida,District 18,"Ros-Lehtinen, Ileana",
28.4,"Congressional District 19 (106th Congress), Florida",12,19,2000,106th Congress,1998,Florida,District 19,,"Wexler, Robert"
28.4,"Congressional District 20 (106th Congress), Florida",12,20,2000,106th Congress,1998,Florida,District 20,,"Deutsch, Peter"
21.1,"Congressional District 21 (106th Congress), Florida",12,21,2000,106th Congress,1998,Florida,District 21,"Diaz-Balart, Lincoln","Cusack, Patrick"
31.8,"Congressional District 22 (106th Congress), Florida",12,22,2000,106th Congress,1998,Florida,District 22,"Shaw, E. Clay Jr.",
12.0,"Congressional District 23 (106th Congress), Florida",12,23,2000,106th Congress,1998,Florida,District 23,,"Hastings, Alcee L."
18.9,"Congressional District 1 (106th Congress), Georgia",13,01,2000,106th Congress,1998,Georgia,District 1,"Kingston, Jack",
14.5,"Congressional District 2 (106th Congress), Georgia",13,02,2000,106th Congress,1998,Georgia,District 2,"McCormick, Joe","Bishop, Sanford"
20.2,"Congressional District 3 (106th Congress), Georgia",13,03,2000,106th Congress,1998,Georgia,District 3,"Collins, Michael Allen",
35.3,"Congressional District 4 (106th Congress), Georgia",13,04,2000,106th Congress,1998,Georgia,District 4,"Warren, Sunny","McKinney, Cynthia"
31.6,"Congressional District 5 (106th Congress), Georgia",13,05,2000,106th Congress,1998,Georgia,District 5,"Lewis, John H. Sr.","Lewis, John"
47.6,"Congressional District 6 (106th Congress), Georgia",13,06,2000,106th Congress,1998,Georgia,District 6,"Gingrich, Newt","Pelphrey, Gary"
16.9,"Congressional District 7 (106th Congress), Georgia",13,07,2000,106th Congress,1998,Georgia,District 7,"Barr, Bob","Williams, Jim"
14.6,"Congressional District 8 (106th Congress), Georgia",13,08,2000,106th Congress,1998,Georgia,District 8,"Chambliss, Saxby","Cain, Ronald"
17.1,"Congressional District 9 (106th Congress), Georgia",13,09,2000,106th Congress,1998,Georgia,District 9,"Deal, Nathan",
16.8,"Congressional District 10 (106th Congress), Georgia",13,10,2000,106th Congress,1998,Georgia,District 10,"Norwood, Charlie","Freeman, Denise"
24.6,"Congressional District 11 (106th Congress), Georgia",13,11,2000,106th Congress,1998,Georgia,District 11,"Linder, John","Littman, Vince"
29.6,"Congressional District 1 (106th Congress), Hawaii",15,01,2000,106th Congress,1998,Hawaii,District 1,"Ward, Gene","Abercrombie, Neil"
22.9,"Congressional District 2 (106th Congress), Hawaii",15,02,2000,106th Congress,1998,Hawaii,District 2,"Douglass, Carol J.","Mink, Patsy T."
20.9,"Congressional District 1 (106th Congress), Idaho",16,01,2000,106th Congress,1998,Idaho,District 1,"Chenoweth, Helen","Williams, Dan"
22.7,"Congressional District 2 (106th Congress), Idaho",16,02,2000,106th Congress,1998,Idaho,District 2,"Simpson, Michael K.","Stallings, Richard"
21.8,"Congressional District 1 (106th Congress), Illinois",17,01,2000,106th Congress,1998,Illinois,District 1,"Ahimaz, Marlene","Rush, Bobby L."
15.5,"Congressional District 2 (106th Congress), Illinois",17,02,2000,106th Congress,1998,Illinois,District 2,"Gordon, Robert III","Jackson, Jesse L. Jr."
18.8,"Congressional District 3 (106th Congress), Illinois",17,03,2000,106th Congress,1998,Illinois,District 3,"Marshall, Robert","Lipinski, William O."
14.8,"Congressional District 4 (106th Congress), Illinois",17,04,2000,106th Congress,1998,Illinois,District 4,"Birch, John","Gutierrez, Luis V."
33.1,"Congressional District 5 (106th Congress), Illinois",17,05,2000,106th Congress,1998,Illinois,District 5,"Spitz, Alan","Blagojevich, Rod R."
34.0,"Congressional District 6 (106th Congress), Illinois",17,06,2000,106th Congress,1998,Illinois,District 6,"Hyde, Henry J.","Cramer, Thomas A."
28.8,"Congressional District 7 (106th Congress), Illinois",17,07,2000,106th Congress,1998,Illinois,District 7,,"Davis, Danny K."
36.4,"Congressional District 8 (106th Congress), Illinois",17,08,2000,106th Congress,1998,Illinois,District 8,"Crane, Philip M.","Rothman, Mike"
42.7,"Congressional District 9 (106th Congress), Illinois",17,09,2000,106th Congress,1998,Illinois,District 9,"Sohn, Herbert","Schakowsky, Janice D."
45.7,"Congressional District 10 (106th Congress), Illinois",17,10,2000,106th Congress,1998,Illinois,District 10,"Porter, John E.",
17.0,"Congressional District 11 (106th Congress), Illinois",17,11,2000,106th Congress,1998,Illinois,District 11,"Weller, Gerald C.","Mueller, Gary S."
17.5,"Congressional District 12 (106th Congress), Illinois",17,12,2000,106th Congress,1998,Illinois,District 12,"Price, William Melvin","Costello, Jerry F."
40.8,"Congressional District 13 (106th Congress), Illinois",17,13,2000,106th Congress,1998,Illinois,District 13,"Biggert, Judy","Hynes, Susan W."
27.7,"Congressional District 14 (106th Congress), Illinois",17,14,2000,106th Congress,1998,Illinois,District 14,"Hastert, J. Dennis","Cozzi, Robert A. Jr."
25.3,"Congressional District 15 (106th Congress), Illinois",17,15,2000,106th Congress,1998,Illinois,District 15,"Ewing, Thomas","Prussing, Laurel Lunt"
21.6,"Congressional District 16 (106th Congress), Illinois",17,16,2000,106th Congress,1998,Illinois,District 16,"Manzullo, Donald",
15.6,"Congressional District 17 (106th Congress), Illinois",17,17,2000,106th Congress,1998,Illinois,District 17,"Baker, Mark","Evans, Lane"
22.2,"Congressional District 18 (106th Congress), Illinois",17,18,2000,106th Congress,1998,Illinois,District 18,"Lahood, Ray",
13.4,"Congressional District 19 (106th Congress), Illinois",17,19,2000,106th Congress,1998,Illinois,District 19,"Winters, Brent","Phelps, David D."
17.1,"Congressional District 20 (106th Congress), Illinois",17,20,2000,106th Congress,1998,Illinois,District 20,"Shimkus, John M.","Verticchio, Rick"
17.8,"Congressional District 1 (106th Congress), Indiana",18,01,2000,106th Congress,1998,Indiana,District 1,"Petyo, Michael","Visclosky, Peter J."
15.4,"Congressional District 2 (106th Congress), Indiana",18,02,2000,106th Congress,1998,Indiana,District 2,"McIntosh, David M.","Boles, Sherman A."
18.8,"Congressional District 3 (106th Congress), Indiana",18,03,2000,106th Congress,1998,Indiana,District 3,"Holtz, Daniel A.","Roemer, Timothy J."
18.0,"Congressional District 4 (106th Congress), Indiana",18,04,2000,106th Congress,1998,Indiana,District 4,"Souder, Mark E.","Wehrle, Mark J."
13.5,"Congressional District 5 (106th Congress), Indiana",18,05,2000,106th Congress,1998,Indiana,District 5,"Buyer, Steve","Steele, David"
33.7,"Congressional District 6 (106th Congress), Indiana",18,06,2000,106th Congress,1998,Indiana,District 6,"Burton, Dan","Kern, Bob"
20.5,"Congressional District 7 (106th Congress), Indiana",18,07,2000,106th Congress,1998,Indiana,District 7,"Pease, Edward A.","Hillenburg, Samuel Dutch"
19.2,"Congressional District 8 (106th Congress), Indiana",18,08,2000,106th Congress,1998,Indiana,District 8,"Hostettler, John N.","Riecken, Gail"
13.5,"Congressional District 9 (106th Congress), Indiana",18,09,2000,106th Congress,1998,Indiana,District 9,"Leising, Jean","Hill, Baron P."
20.3,"Congressional District 10 (106th Congress), Indiana",18,10,2000,106th Congress,1998,Indiana,District 10,"Hofmeister, Gary A.","Carson, Julia M."
27.1,"Congressional District 1 (106th Congress), Iowa",19,01,2000,106th Congress,1998,Iowa,District 1,"Leach, James A.","Rush, Bob"
17.9,"Congressional District 2 (106th Congress), Iowa",19,02,2000,106th Congress,1998,Iowa,District 2,"Nussle, Jim","Tully, Rob"
19.4,"Congressional District 3 (106th Congress), Iowa",19,03,2000,106th Congress,1998,Iowa,District 3,"McKibben, Larry","Boswell, Leonard L."
24.4,"Congressional District 4 (106th Congress), Iowa",19,04,2000,106th Congress,1998,Iowa,District 4,"Ganske, Greg","Dvorak, Jon"
16.7,"Congressional District 5 (106th Congress), Iowa",19,05,2000,106th Congress,1998,Iowa,District 5,"Latham, Tom",
18.1,"Congressional District 1 (106th Congress), Kansas",20,01,2000,106th Congress,1998,Kansas,District 1,"Moran, Jerry","Phillips, Jim"
21.9,"Congressional District 2 (106th Congress), Kansas",20,02,2000,106th Congress,1998,Kansas,District 2,"Ryun, Jim","Clark, Jim"
38.7,"Congressional District 3 (106th Congress), Kansas",20,03,2000,106th Congress,1998,Kansas,District 3,"Snowbarger, Vince","Moore, Dennis"
23.0,"Congressional District 4 (106th Congress), Kansas",20,04,2000,106th Congress,1998,Kansas,District 4,"Tiahrt, Todd","Lawing, Jim"
12.0,"Congressional District 1 (106th Congress), Kentucky",21,01,2000,106th Congress,1998,Kentucky,District 1,"Whitfield, Edward","Barlow, Tom"
14.7,"Congressional District 2 (106th Congress), Kentucky",21,02,2000,106th Congress,1998,Kentucky,District 2,"Lewis, Ron","Evans, Bob"
24.8,"Congressional District 3 (106th Congress), Kentucky",21,03,2000,106th Congress,1998,Kentucky,District 3,"Northup, Anne M.","Gorman, Chris"
18.0,"Congressional District 4 (106th Congress), Kentucky",21,04,2000,106th Congress,1998,Kentucky,District 4,"Williams, Gex Jay","Lucas, Ken"
9.2,"Congressional District 5 (106th Congress), Kentucky",21,05,2000,106th Congress,1998,Kentucky,District 5,"Rogers, Harold","Bailey-Bamer, Sidney"
23.8,"Congressional District 6 (106th Congress), Kentucky",21,06,2000,106th Congress,1998,Kentucky,District 6,"Fletcher, Ernest","Scorsone, Ernesto"
26.3,"Congressional District 1 (106th Congress), Louisiana",22,01,2000,106th Congress,1998,Louisiana,District 1,"Livingston, Bob",
19.7,"Congressional District 2 (106th Congress), Louisiana",22,02,2000,106th Congress,1998,Louisiana,District 2,,"Jefferson, William J."
11.7,"Congressional District 3 (106th Congress), Louisiana",22,03,2000,106th Congress,1998,Louisiana,District 3,"Tauzin, W. J.",
16.9,"Congressional District 4 (106th Congress), Louisiana",22,04,2000,106th Congress,1998,Louisiana,District 4,"McCrery, Jim",
15.8,"Congressional District 5 (106th Congress), Louisiana",22,05,2000,106th Congress,1998,Louisiana,District 5,"Cooksey, John C.",
23.1,"Congressional District 6 (106th Congress), Louisiana",22,06,2000,106th Congress,1998,Louisiana,District 6,"Baker, Richard H.","McKeithen, Marjorie"
16.4,"Congressional District 7 (106th Congress), Louisiana",22,07,2000,106th Congress,1998,Louisiana,District 7,,"John, Chris"
27.5,"Congressional District 1 (106th Congress), Maine",23,01,2000,106th Congress,1998,Maine,District 1,"Connelly, Ross J.","Allen, Thomas H."
17.7,"Congressional District 2 (106th Congress), Maine",23,02,2000,106th Congress,1998,Maine,District 2,"Reisman, Jonathan","Baldacci, John"
24.7,"Congressional District 1 (106th Congress), Maryland",24,01,2000,106th Congress,1998,Maryland,District 1,"Gilchrest, Wayne T.","Pinder, Irving"
27.4,"Congressional District 2 (106th Congress), Maryland",24,02,2000,106th Congress,1998,Maryland,District 2,"Ehrlich, Robert L. Jr.","Bosley, Kenneth T."
33.9,"Congressional District 3 (106th Congress), Maryland",24,03,2000,106th Congress,1998,Maryland,District 3,"Harby, Colin","Cardin, Benjamin L."
29.4,"Congressional District 4 (106th Congress), Maryland",24,04,2000,106th Congress,1998,Maryland,District 4,"Kimble, John B.","Wynn, Albert R."
29.4,"Congressional District 5 (106th Congress), Maryland",24,05,2000,106th Congress,1998,Maryland,District 5,"Ostrom, Robert B.","Hoyer, Steny H."
28.0,"Congressional District 6 (106th Congress), Maryland",24,06,2000,106th Congress,1998,Maryland,District 6,"Bartlett, Roscoe G.","McCown, Timothy D."
18.8,"Congressional District 7 (106th Congress), Maryland",24,07,2000,106th Congress,1998,Maryland,District 7,"Kondner, Kenneth","Cummings, Elijah E."
56.1,"Congressional District 8 (106th Congress), Maryland",24,08,2000,106th Congress,1998,Maryland,District 8,"Morella, Constance A.","Neas, Ralph G."
25.2,"Congressional District 1 (106th Congress), Massachusetts",25,01,2000,106th Congress,1998,Massachusetts,District 1,"Morgan, Gregory L.","Olver, John W."
22.5,"Congressional District 2 (106th Congress), Massachusetts",25,02,2000,106th Congress,1998,Massachusetts,District 2,,"Neal, Richard E."
30.1,"Congressional District 3 (106th Congress), Massachusetts",25,03,2000,106th Congress,1998,Massachusetts,District 3,"Amorello, Matthew J.","McGovern, James"
37.4,"Congressional District 4 (106th Congress), Massachusetts",25,04,2000,106th Congress,1998,Massachusetts,District 4,,"Frank, Barney"
35.5,"Congressional District 5 (106th Congress), Massachusetts",25,05,2000,106th Congress,1998,Massachusetts,District 5,"Coleman, David E.","Meehan, Martin T."
33.6,"Congressional District 6 (106th Congress), Massachusetts",25,06,2000,106th Congress,1998,Massachusetts,District 6,"Torkildsen, Peter","Tierney, John F."
38.2,"Congressional District 7 (106th Congress), Massachusetts",25,07,2000,106th Congress,1998,Massachusetts,District 7,"Long, Patricia","Markey, Edward J."
42.2,"Congressional District 8 (106th Congress), Massachusetts",25,08,2000,106th Congress,1998,Massachusetts,District 8,"Hyde, Philip","Capuano, Michael E."
34.6,"Congressional District 9 (106th Congress), Massachusetts",25,09,2000,106th Congress,1998,Massachusetts,District 9,,"Moakley, John J."
32.4,"Congressional District 10 (106th Congress), Massachusetts",25,10,2000,106th Congress,1998,Massachusetts,District 10,"Bleicken, Eric V.","Delahunt, Bill"
18.6,"Congressional District 1 (106th Congress), Michigan",26,01,2000,106th Congress,1998,Michigan,District 1,"McManus, Michelle","Stupak, Bart"
18.1,"Congressional District 2 (106th Congress), Michigan",26,02,2000,106th Congress,1998,Michigan,District 2,"Hoekstra, Peter","Shrauger, Bob"
24.0,"Congressional District 3 (106th Congress), Michigan",26,03,2000,106th Congress,1998,Michigan,District 3,"Ehlers, Vernon J.","Ferguson, John Jr."
16.2,"Congressional District 4 (106th Congress), Michigan",26,04,2000,106th Congress,1998,Michigan,District 4,"Camp, Dave",
13.0,"Congressional District 5 (106th Congress), Michigan",26,05,2000,106th Congress,1998,Michigan,District 5,"Brewster, Donald","Barcia, James A."
21.6,"Congressional District 6 (106th Congress), Michigan",26,06,2000,106th Congress,1998,Michigan,District 6,"Upton, Fred","Annen, Clarence"
16.7,"Congressional District 7 (106th Congress), Michigan",26,07,2000,106th Congress,1998,Michigan,District 7,"Smith, Nick","Berryman, Jim"
30.2,"Congressional District 8 (106th Congress), Michigan",26,08,2000,106th Congress,1998,Michigan,District 8,"Munsell, Susan","Stabenow, Debbie"
24.5,"Congressional District 9 (106th Congress), Michigan",26,09,2000,106th Congress,1998,Michigan,District 9,"McMmillin, Tom","Kildee, Dale E."
16.5,"Congressional District 10 (106th Congress), Michigan",26,10,2000,106th Congress,1998,Michigan,District 10,"Palmer, Brian","Bonior, David E."
41.3,"Congressional District 11 (106th Congress), Michigan",26,11,2000,106th Congress,1998,Michigan,District 11,"Knollenberg, Joe","Reeds, Travis"
26.7,"Congressional District 12 (106th Congress), Michigan",26,12,2000,106th Congress,1998,Michigan,District 12,"Touma, Leslie","Levin, Sander M."
33.2,"Congressional District 13 (106th Congress), Michigan",26,13,2000,106th Congress,1998,Michigan,District 13,"Hickey, Tom","Rivers, Lynn"
14.0,"Congressional District 14 (106th Congress), Michigan",26,14,2000,106th Congress,1998,Michigan,District 14,"Collins, Vendella","Conyers, John Jr."
13.2,"Congressional District 15 (106th Congress), Michigan",26,15,2000,106th Congress,1998,Michigan,District 15,"Boyd-Fields, Chrysanthea","Kilpatrick, Carolyn"
16.1,"Congressional District 16 (106th Congress), Michigan",26,16,2000,106th Congress,1998,Michigan,District 16,"Morse, William","Dingell, John D. Jr."
22.9,"Congressional District 1 (106th Congress), Minnesota",27,01,2000,106th Congress,1998,Minnesota,District 1,"Gutknecht, Gil","Beckman, Tracy L."
18.9,"Congressional District 2 (106th Congress), Minnesota",27,02,2000,106th Congress,1998,Minnesota,District 2,"Duehring, Craig","Minge, David"
40.6,"Congressional District 3 (106th Congress), Minnesota",27,03,2000,106th Congress,1998,Minnesota,District 3,"Ramstad, Jim","Leino, Stanley J."
33.7,"Congressional District 4 (106th Congress), Minnesota",27,04,2000,106th Congress,1998,Minnesota,District 4,"Newinski, Dennis","Vento, Bruce F."
37.1,"Congressional District 5 (106th Congress), Minnesota",27,05,2000,106th Congress,1998,Minnesota,District 5,"Taylor, Frank","Sabo, Martin O."
29.5,"Congressional District 6 (106th Congress), Minnesota",27,06,2000,106th Congress,1998,Minnesota,District 6,"Kline, John","Luther, William P."
18.5,"Congressional District 7 (106th Congress), Minnesota",27,07,2000,106th Congress,1998,Minnesota,District 7,"Edin, Aleta","Peterson, Collin C."
17.7,"Congressional District 8 (106th Congress), Minnesota",27,08,2000,106th Congress,1998,Minnesota,District 8,"Shuster, Jerry","Oberstar, James L."
13.3,"Congressional District 1 (106th Congress), Mississippi",28,01,2000,106th Congress,1998,Mississippi,District 1,"Wicker, Roger F.","Weathers, Rex N."
15.1,"Congressional District 2 (106th Congress), Mississippi",28,02,2000,106th Congress,1998,Mississippi,District 2,,"Thompson, Bennie"
