,congressional_district,minority_percentage,year,candidates
1743,"Congressional District 4 (115th Congress), Alabama",0.11638,2016,Robert Aderholt (Republican)
1744,"Congressional District 5 (115th Congress), Alabama",0.24026,2016,"Mo Brooks (Republican), Will Boyd (Democratic)"
1745,"Congressional District 6 (115th Congress), Alabama",0.21515,2016,"Gary Palmer (Republican), David Putman (Democratic)"
1746,"Congressional District 7 (115th Congress), Alabama",0.66991,2016,Terri Sewell (Democratic)
1747,"Congressional District (at Large) (115th Congress), Alaska",0.35584,2016,"Don Young (Republican), Steve Lindbeck (Democratic), Jim C. McDermott (Libertarian), Bernie Souphanavong (Independent), Stephen Wright (write-in)"
1748,"Congressional District 1 (115th Congress), Arizona",0.34605,2016,"Tom O'Halleran (Democratic), Paul Babeu (Republican), Ray Parrish (Green)"
1749,"Congressional District 2 (115th Congress), Arizona",0.18408,2016,"Martha McSally (Republican), Matt Heinz (Democratic)"
1750,"Congressional District 3 (115th Congress), Arizona",0.35748,2016,"Ra�l Grijalva (Democratic), Bill Abatecola (R/write-in), Harvey Martin (Write-in), Mike Ross (Libertarian/write-in), Jaime Vasquez (write-in), Federico Sanchez (write-in)"
1751,"Congressional District 4 (115th Congress), Arizona",0.12214,2016,"Paul Gosar (Republican), Mikel Weisser (Democratic)"
1752,"Congressional District 5 (115th Congress), Arizona",0.15318,2016,"Andy Biggs (Republican), Talia Fuentes (Democratic)"
1753,"Congressional District 6 (115th Congress), Arizona",0.15318,2016,"David Schweikert (Republican), W. John Williamson (Democratic)"
1754,"Congressional District 7 (115th Congress), Arizona",0.42633,2016,"Ruben Gallego (Democratic), Eve Nunez (Republican), Neil Westbrooks (Green/write-in)"
1755,"Congressional District 8 (115th Congress), Arizona",0.15748,2016,"Trent Franks (Republican), Mark Salazar (Green), Hayden Keener III (write-in)"
1756,"Congressional District 9 (115th Congress), Arizona",0.26406,2016,"Kyrsten Sinema (Democratic), Dave Giles (Republican)"
1757,"Congressional District 1 (115th Congress), Arkansas",0.22283,2016,"Rick Crawford (Republican), Mark West (Libertarian)"
1758,"Congressional District 2 (115th Congress), Arkansas",0.28994,2016,"French Hill (Republican), Dianne Curry (Democratic), Chris Hayes (Libertarian), Write-ins,  "
1759,"Congressional District 3 (115th Congress), Arkansas",0.16951,2016,"Steve Womack (Republican), Steve Isaacson (Libertarian)"
1760,"Congressional District 4 (115th Congress), Arkansas",0.25627,2016,"Bruce Westerman (Republican), Kerry Hicks (Libertarian)"
1761,"Congressional District 1 (115th Congress), California",0.12946,2016,"Doug LaMalfa (Republican), Jim Reed (Democratic)"
1762,"Congressional District 2 (115th Congress), California",0.20327,2016,"Jared Huffman (Democratic), Dale Mensing (Republican)"
1763,"Congressional District 3 (115th Congress), California",0.33472,2016,"John Garamendi (Democratic), Eugene Cleek (Republican)"
1764,"Congressional District 4 (115th Congress), California",0.15606,2016,"Tom McClintock (Republican), Bob Derlet (Democratic)"
1765,"Congressional District 5 (115th Congress), California",0.37847,2016,"Mike Thompson (Democratic), Carlos Santamaria (Republican)"
1766,"Congressional District 6 (115th Congress), California",0.47646,2016,"Doris Matsui (Democratic), Bob Evans (Republican)"
1767,"Congressional District 7 (115th Congress), California",0.36912,2016,"Ami Bera (Democratic), Scott Jones (Republican)"
1768,"Congressional District 8 (115th Congress), California",0.24169,2016,"Paul Cook (Republican), Rita Ramirez (Democratic)"
1769,"Congressional District 9 (115th Congress), California",0.45339,2016,"Jerry McNerney (Democratic), Tony Amador (Republican)"
1770,"Congressional District 10 (115th Congress), California",0.28456,2016,"Jeff Denham (Republican), Michael Eggman (Democratic)"
1771,"Congressional District 11 (115th Congress), California",0.38599,2016,"Mark DeSaulnier (Democratic), Roger Petersen (Republican)"
1772,"Congressional District 12 (115th Congress), California",0.51169,2016,"Nancy Pelosi (Democratic), Preston Picus (No"
1773,"Congressional District 13 (115th Congress), California",0.58187,2016,"Barbara Lee (Democratic), Sue Caro (Republican)"
1774,"Congressional District 14 (115th Congress), California",0.55569,2016,"Jackie Speier (Democratic), Angel Cardenas (Republican)"
1775,"Congressional District 15 (115th Congress), California",0.53123,2016,"Eric Swalwell (Democratic), Danny Turner (Republican)"
1776,"Congressional District 16 (115th Congress), California",0.42001,2016,"Jim Costa (Democratic), Johnny Tacherra (Republican)"
1777,"Congressional District 17 (115th Congress), California",0.71284,2016,"Ro Khanna (Democratic), Mike Honda (Democratic)"
1778,"Congressional District 18 (115th Congress), California",0.38082,2016,"Anna Eshoo (Democratic), Richard Fox (Republican)"
1779,"Congressional District 19 (115th Congress), California",0.57096,2016,"Zoe Lofgren (Democratic), G. Burt Lancaster (Republican)"
1780,"Congressional District 20 (115th Congress), California",0.36579,2016,"Jimmy Panetta (Democratic), Casey Lucius (Republican)"
1781,"Congressional District 21 (115th Congress), California",0.30056,2016,"David Valadao (Republican), Emilio Huerta (Democratic)"
1782,"Congressional District 22 (115th Congress), California",0.26336,2016,"Devin Nunes (Republican), Louie Campos (Democratic)"
1783,"Congressional District 23 (115th Congress), California",0.29778,2016,"Kevin McCarthy (Republican), Wendy Reed (Democratic)"
1784,"Congressional District 24 (115th Congress), California",0.20405,2016,"Salud Carbajal (Democratic), Justin Fareed (Republican)"
1785,"Congressional District 25 (115th Congress), California",0.3551,2016,"Steve Knight (Republican), Bryan Caforio (Democratic)"
1786,"Congressional District 26 (115th Congress), California",0.1936,2016,"Julia Brownley (Democratic), Rafael Dagnesses (Republican)"
1787,"Congressional District 27 (115th Congress), California",0.62346,2016,"Judy Chu (Democratic), Jack Orswell (Republican)"
1788,"Congressional District 28 (115th Congress), California",0.33626,2016,"Adam Schiff (Democratic), Lenore Solis (Republican)"
1789,"Congressional District 29 (115th Congress), California",0.42401,2016,"Tony Cárdenas (Democratic), Richard Alarcon (Democratic)"
1790,"Congressional District 30 (115th Congress), California",0.31918,2016,"Brad Sherman (Democratic), Mark Reed (Republican)"
1791,"Congressional District 31 (115th Congress), California",0.38521,2016,"Pete Aguilar (Democratic), Paul Chabot (Republican)"
1792,"Congressional District 32 (115th Congress), California",0.59577,2016,"Grace Napolitano (Democratic), Roger Hernandez (Democratic)"
1793,"Congressional District 33 (115th Congress), California",0.27375,2016,"Ted Lieu (Democratic), Kenneth Wright (Republican)"
1794,"Congressional District 34 (115th Congress), California",0.5823,2016,"Xavier Becerra (Democratic), Adrienne Edwards (Democratic)"
1795,"Congressional District 35 (115th Congress), California",0.53792,2016,"Norma Torres (Democratic), Tyler Fischella (Republican)"
1796,"Congressional District 36 (115th Congress), California",0.31294,2016,"Raul Ruiz (Democratic), Jeff Stone (Republican)"
1797,"Congressional District 37 (115th Congress), California",0.58059,2016,"Karen Bass (Democratic), Chris Wiggins (Democratic)"
1798,"Congressional District 38 (115th Congress), California",0.57106,2016,"Linda Sánchez (Democratic), Ryan Downing (Republican)"
1799,"Congressional District 39 (115th Congress), California",0.51572,2016,"Ed Royce (Republican), Brett Murdock (Democratic)"
1800,"Congressional District 40 (115th Congress), California",0.50471,2016,"Lucille Roybal-Allard (Democratic), Roman Gabriel Gonzalez (No"
1801,"Congressional District 41 (115th Congress), California",0.54003,2016,"Mark Takano (Democratic), Doug Shepherd (Republican)"
1802,"Congressional District 42 (115th Congress), California",0.38404,2016,"Ken Calvert (Republican), Tim Sheridan (Democratic)"
1803,"Congressional District 43 (115th Congress), California",0.66198,2016,"Maxine Waters (Democratic), Omar Navarro (Republican)"
1804,"Congressional District 44 (115th Congress), California",0.55252,2016,"Nanette Barragán (Democratic), Isadore Hall, III (Democratic)"
1805,"Congressional District 45 (115th Congress), California",0.3714,2016,"Mimi Walters (Republican), Ron Varasteh (Democratic)"
1806,"Congressional District 46 (115th Congress), California",0.40714,2016,"Lou Correa (Democratic), Bao Nguyen (Democratic)"
1807,"Congressional District 47 (115th Congress), California",0.47436,2016,"Alan Lowenthal (Democratic), Andy Whallon (Republican)"
1808,"Congressional District 48 (115th Congress), California",0.30367,2016,"Dana Rohrabacher (Republican), Suzanne Savary (Democratic)"
1809,"Congressional District 49 (115th Congress), California",0.18487,2016,"Darrell Issa (Republican), Doug Applegate (Democratic)"
1810,"Congressional District 50 (115th Congress), California",0.2473,2016,"Duncan D. Hunter (Republican), Patrick Malloy (Democratic)"
1811,"Congressional District 51 (115th Congress), California",0.33433,2016,"Juan Vargas (Democratic), Juan Hidalgo (Republican)"
1812,"Congressional District 52 (115th Congress), California",0.3044,2016,"Scott Peters (Democratic), Denise Gitsham (Republican)"
1813,"Congressional District 53 (115th Congress), California",0.35177,2016,"Susan Davis (Democratic), James Veltmeyer (Republican)"
1814,"Congressional District 1 (115th Congress), Colorado",0.22589,2016,"Diana DeGette (Democratic), Casper Stockham (Republican), Darrell Dinges (Libertarian)"
1815,"Congressional District 2 (115th Congress), Colorado",0.10141,2016,"Jared Polis (Democratic), Nic Morse (Republican), Richard Longstreth (Libertarian)"
1816,"Congressional District 3 (115th Congress), Colorado",0.11242,2016,"Scott Tipton (Republican), Gail Schwartz (Democratic), Gaylon Kent (Libertarian)"
1817,"Congressional District 4 (115th Congress), Colorado",0.08042,2016,"Ken Buck (Republican), Bob Seay (Democratic), Bruce Griffith (Libertarian)"
1818,"Congressional District 5 (115th Congress), Colorado",0.18292,2016,"Doug Lamborn (Republican), Misty Plowright (Democratic), Mike McRedmond (Libertarian)"
1819,"Congressional District 6 (115th Congress), Colorado",0.28202,2016,"Mike Coffman (Republican), Morgan Carroll (Democratic), Norm Olsen (Libertarian), Robert Lee Worthey (Green)"
1820,"Congressional District 7 (115th Congress), Colorado",0.12683,2016,"Ed Perlmutter (Democratic), George Athanasopoulos (Republican), Martin Buchanan (Libertarian)"
1821,"Congressional District 1 (115th Congress), Connecticut",0.30804,2016,"John Larson (Democratic), Matthew Corey (Republican), Mike DeRosa (Green)"
1822,"Congressional District 2 (115th Congress), Connecticut",0.13612,2016,"Joe Courtney (Democratic), Daria Novak (Republican), Dan Reale (Libertarian), Jonathan Pelto (Green)"
1823,"Congressional District 3 (115th Congress), Connecticut",0.2737,2016,"Rosa DeLauro (Democratic), Angel Cadena (Republican)"
1824,"Congressional District 4 (115th Congress), Connecticut",0.26719,2016,"Jim Himes (Democratic), John Shaban (Republican)"
1825,"Congressional District 5 (115th Congress), Connecticut",0.17923,2016,"Elizabeth Esty (Democratic), Clay Cope (Republican), John Pistone (Independent)"
1826,"Congressional District (at Large) (115th Congress), Delaware",0.30772,2016,"Lisa Blunt Rochester (Democratic), Hans Reigle (Republican), Scott Gesty (Libertarian), Mark Perri (Green)"
1827,"Congressional District 1 (115th Congress), Florida",0.23225,2016,"Matt Gaetz (Republican), Steven Specht (Democratic)"
1828,"Congressional District 2 (115th Congress), Florida",0.18302,2016,"Neal Dunn (Republican), Walter Dartland (Democratic), Rob Lapham (Libertarian)"
1829,"Congressional District 3 (115th Congress), Florida",0.23727,2016,"Ted Yoho (Republican), Ken McGurn (Democratic)"
1830,"Congressional District 4 (115th Congress), Florida",0.18022,2016,"John Rutherford (Republican), David E. Bruderly (Democratic)"
1831,"Congressional District 5 (115th Congress), Florida",0.55021,2016,"Al Lawson (Democratic), Glo Smith (Republican)"
1832,"Congressional District 6 (115th Congress), Florida",0.15869,2016,"Ron DeSantis (Republican), Bill McCullough (Democratic)"
1833,"Congressional District 7 (115th Congress), Florida",0.22102,2016,"Stephanie Murphy (Democratic), John Mica (Republican)"
1834,"Congressional District 8 (115th Congress), Florida",0.16798,2016,"Bill Posey (Republican), Corry Westbrook (Democratic)"
1835,"Congressional District 9 (115th Congress), Florida",0.25448,2016,"Darren Soto (Democratic), Wayne Liebnitzky (Republican)"
1836,"Congressional District 10 (115th Congress), Florida",0.42946,2016,"Val Demings (Democratic), Thuy Lowe (Republican)"
1837,"Congressional District 11 (115th Congress), Florida",0.13054,2016,"Dan Webster (Republican), Dave Koller (Democratic)"
1838,"Congressional District 12 (115th Congress), Florida",0.1145,2016,"Gus Bilirakis (Republican), Robert Tager (Democratic)"
1839,"Congressional District 13 (115th Congress), Florida",0.20997,2016,"Charlie Crist (Democratic), David Jolly (Republican)"
1840,"Congressional District 14 (115th Congress), Florida",0.31109,2016,"Kathy Castor (Democratic), Christine Quinn (Republican)"
1841,"Congressional District 15 (115th Congress), Florida",0.23913,2016,"Dennis Ross (Republican), Jim Lange (Democratic)"
1842,"Congressional District 16 (115th Congress), Florida",0.1626,2016,"Vern Buchanan (Republican), Jan Schneider (Democratic)"
1843,"Congressional District 17 (115th Congress), Florida",0.13214,2016,"Tom Rooney (Republican), April Freeman (Democratic)"
1844,"Congressional District 18 (115th Congress), Florida",0.18685,2016,"Brian Mast (Republican), Randy Perkins (Democratic)"
1845,"Congressional District 19 (115th Congress), Florida",0.13997,2016,"Francis Rooney (Republican), Robert Neeld (Democratic)"
1846,"Congressional District 20 (115th Congress), Florida",0.60475,2016,"Alcee Hastings (Democratic), Gary Stein (Republican)"
1847,"Congressional District 21 (115th Congress), Florida",0.23189,2016,"Lois Frankel (Democratic), Paul Spain (Republican)"
1848,"Congressional District 22 (115th Congress), Florida",0.24891,2016,"Ted Deutch (Democratic), Andrea Leigh McGee (Republican)"
1849,"Congressional District 23 (115th Congress), Florida",0.25795,2016,"Debbie Wasserman Schultz (Democratic), Joe Kaufman (Republican)"
1850,"Congressional District 24 (115th Congress), Florida",0.57735,2016,Frederica Wilson (Democratic)
1851,"Congressional District 25 (115th Congress), Florida",0.10433,2016,"Mario Díaz-Balart (Republican), Alina Valdes (Democratic)"
1852,"Congressional District 26 (115th Congress), Florida",0.18745,2016,"Carlos Curbelo (Republican), Joe Garcia (Democratic)"
1853,"Congressional District 27 (115th Congress), Florida",0.14491,2016,"Ileana Ros-Lehtinen (Republican), Scott Fuhrman (Democratic)"
1854,"Congressional District 1 (115th Congress), Georgia",0.37005,2016,Buddy Carter (Republican)
1855,"Congressional District 2 (115th Congress), Georgia",0.57753,2016,"Sanford Bishop (Democratic), Greg Duke (Republican)"
1856,"Congressional District 3 (115th Congress), Georgia",0.31139,2016,"Drew Ferguson (Republican), Angela Pendley (Democratic)"
1857,"Congressional District 4 (115th Congress), Georgia",0.69922,2016,"Hank Johnson (Democratic), Victor Armendariz (Republican)"
1858,"Congressional District 5 (115th Congress), Georgia",0.68052,2016,"John Lewis (Democratic), Douglas Bell (Republican)"
1859,"Congressional District 6 (115th Congress), Georgia",0.32287,2016,"Tom Price (Republican), Rodney Stooksbury (Democratic)"
1860,"Congressional District 7 (115th Congress), Georgia",0.46215,2016,"Rob Woodall (Republican), Rashid Malik (Democratic)"
1861,"Congressional District 8 (115th Congress), Georgia",0.36549,2016,"Austin Scott (Republican), James Harris (Democratic)"
1862,"Congressional District 9 (115th Congress), Georgia",0.12821,2016,Doug Collins (Republican)
1863,"Congressional District 10 (115th Congress), Georgia",0.31291,2016,Jody Hice (Republican)
1864,"Congressional District 11 (115th Congress), Georgia",0.27233,2016,"Barry Loudermilk (Republican), Don Wilson (Democratic)"
1865,"Congressional District 12 (115th Congress), Georgia",0.41765,2016,"Rick Allen (Republican), Tricia McCracken (Democratic)"
1866,"Congressional District 13 (115th Congress), Georgia",0.69498,2016,David Scott (Democratic)
1867,"Congressional District 14 (115th Congress), Georgia",0.15624,2016,Tom Graves (Republican)
1868,"Congressional District 1 (115th Congress), Hawaii",0.82523,2016,"Colleen Hanabusa (Democratic), Shirlene D. Ostrov (Republican), Alan Yim (Libertarian)"
1869,"Congressional District 2 (115th Congress), Hawaii",0.67521,2016,"Tulsi Gabbard (Democratic), Angela Kaaihue (Republican)"
1870,"Congressional District 1 (115th Congress), Idaho",0.10358,2016,"Raúl Labrador (Republican), James Piotrowski (Democratic)"
1871,"Congressional District 2 (115th Congress), Idaho",0.10197,2016,"Mike Simpson (Republican), Jennifer Martinez (Democratic)"
1872,"Congressional District 1 (115th Congress), Illinois",0.5766,2016,"Bobby Rush (Democratic), August Deuser (Republican)"
1873,"Congressional District 2 (115th Congress), Illinois",0.62909,2016,"Robin Kelly (Democratic), John Morrow (Republican)"
1874,"Congressional District 3 (115th Congress), Illinois",0.26499,2016,Dan Lipinski (Democratic)
1875,"Congressional District 4 (115th Congress), Illinois",0.44591,2016,Luis Gutiérrez (Democratic)
1876,"Congressional District 5 (115th Congress), Illinois",0.17928,2016,"Mike Quigley (Democratic), Vince Kolber (Republican), Rob Sherman (Green)"
1877,"Congressional District 6 (115th Congress), Illinois",0.1703,2016,"Peter Roskam (Republican), Amanda Howland (Democratic)"
1878,"Congressional District 7 (115th Congress), Illinois",0.64526,2016,"Danny Davis (Democratic), Jeffrey Leef (Republican)"
1879,"Congressional District 8 (115th Congress), Illinois",0.3508,2016,"Raja Krishnamoorthi (Democratic), Pete DiCianni (Republican)"
1880,"Congressional District 9 (115th Congress), Illinois",0.28944,2016,"Jan Schakowsky (Democratic), Joan McCarthy Lasonde (Republican)"
1881,"Congressional District 10 (115th Congress), Illinois",0.28808,2016,"Brad Schneider (Democratic), Bob Dold (Republican)"
1882,"Congressional District 11 (115th Congress), Illinois",0.34469,2016,"Bill Foster (Democratic), Tonia Khouri (Republican)"
1883,"Congressional District 12 (115th Congress), Illinois",0.21987,2016,"Mike Bost (Republican), C.J. Baricevic (Democratic), Paula Bradshaw (Green)"
1884,"Congressional District 13 (115th Congress), Illinois",0.18629,2016,"Rodney Davis (Republican), Mark Wicklund (Democratic)"
1885,"Congressional District 14 (115th Congress), Illinois",0.13583,2016,"Randy Hultgren (Republican), Jim Walz (Democratic)"
1886,"Congressional District 15 (115th Congress), Illinois",0.07391,2016,John Shimkus (Republican)
1887,"Congressional District 16 (115th Congress), Illinois",0.09363,2016,Adam Kinzinger (Republican)
1888,"Congressional District 17 (115th Congress), Illinois",0.18153,2016,"Cheri Bustos (Democratic), Patrick Harlan (Republican)"
1889,"Congressional District 18 (115th Congress), Illinois",0.09257,2016,"Darin LaHood (Republican), Junius Rodriguez (Democratic)"
1890,"Congressional District 1 (115th Congress), Indiana",0.30407,2016,"Pete Visclosky (Democratic), Donna Dunn (Libertarian)"
1891,"Congressional District 2 (115th Congress), Indiana",0.13397,2016,"Jackie Walorski (Republican), Lynn Coleman (Democratic), Ron Cenkush (Libertarian)"
1892,"Congressional District 3 (115th Congress), Indiana",0.12326,2016,"Jim Banks (Republican), Tommy Schrader (Democratic), Pepper Snyder (Libertarian)"
1893,"Congressional District 4 (115th Congress), Indiana",0.1142,2016,"Todd Rokita (Republican), John Dale (Democratic), Steven Mayoras (Libertarian)"
1894,"Congressional District 5 (115th Congress), Indiana",0.15215,2016,"Susan Brooks (Republican), Angela Demaree (Democratic), Matthew Wittlief (Libertarian)"
1895,"Congressional District 6 (115th Congress), Indiana",0.0708,2016,"Luke Messer (Republican), Barry Welsh (Democratic), Rich Turvey (Libertarian)"
1896,"Congressional District 7 (115th Congress), Indiana",0.41817,2016,"André Carson (Democratic), Cat Ping (Republican), Drew Thompson (Libertarian)"
1897,"Congressional District 8 (115th Congress), Indiana",0.08398,2016,"Larry Bucshon (Republican), Ron Drake (Democratic), Andrew Horning (Libertarian)"
1898,"Congressional District 9 (115th Congress), Indiana",0.08524,2016,"Trey Hollingsworth (Republican), Shelli Yoder (Democratic), Russell Brooksbank (Libertarian)"
1899,"Congressional District 1 (115th Congress), Iowa",0.0856,2016,"Rod Blum (Republican), Monica Vernon (Democratic)"
1900,"Congressional District 2 (115th Congress), Iowa",0.10291,2016,"Dave Loebsack (Democratic), Christopher Peters (Republican)"
1901,"Congressional District 3 (115th Congress), Iowa",0.11845,2016,"David Young (Republican), Jim Mowrer (Democratic)"
1902,"Congressional District 4 (115th Congress), Iowa",0.07461,2016,"Steve King (Republican), Kim Weaver (Democratic)"
1903,"Congressional District 1 (115th Congress), Kansas",0.10863,2016,"Roger Marshall (Republican), Kerry Burt (Libertarian), Alan LaPolice (Independent)"
1904,"Congressional District 2 (115th Congress), Kansas",0.1372,2016,"Lynn Jenkins (Republican), Britani Potter (Democratic), James Houston Bales (Libertarian)"
1905,"Congressional District 3 (115th Congress), Kansas",0.19267,2016,"Kevin Yoder (Republican), Jay Sidie (Democratic), Steven Hohe (Libertarian)"
1906,"Congressional District 4 (115th Congress), Kansas",0.17527,2016,"Mike Pompeo (Republican), Dan Giroux (Democratic), Gordon J. Bakken (Libertarian)"
1907,"Congressional District 1 (115th Congress), Kentucky",0.10874,2016,"James Comer (Republican), Sam Gaskins (Democratic)"
1908,"Congressional District 2 (115th Congress), Kentucky",0.10966,2016,Brett Guthrie (Republican)
1909,"Congressional District 3 (115th Congress), Kentucky",0.28353,2016,"John Yarmuth (Democratic), Harold Bratcher (Republican)"
1910,"Congressional District 4 (115th Congress), Kentucky",0.0807,2016,"Thomas Massie (Republican), Calvin Sidle (Democratic)"
1911,"Congressional District 5 (115th Congress), Kentucky",0.0318,2016,Hal Rogers (Republican)
1912,"Congressional District 6 (115th Congress), Kentucky",0.15217,2016,"Andy Barr (Republican), Nancy Jo Kemper (Democratic)"
1913,"Congressional District 1 (115th Congress), Louisiana",0.21821,2016,"Steve Scalise (Republican), Lee Ann Dugas (Democratic), Danil Ezekiel Faust (Democratic), Howard Kearney (Libertarian), Joseph ""Joe"" Swider (Democratic)"
1914,"Congressional District 2 (115th Congress), Louisiana",0.6905,2016,"Cedric Richmond (Democratic), Kip Holden (Democratic), Kenneth Cutno (Democratic)"
1915,"Congressional District 3 (115th Congress), Louisiana",0.29921,2016,"Clay Higgins (Republican), Scott Angelle (Republican)"
1916,"Congressional District 4 (115th Congress), Louisiana",0.39736,2016,"Mike Johnson (Republican), Marshall Jones (Democratic)"
1917,"Congressional District 5 (115th Congress), Louisiana",0.37742,2016,"Ralph Abraham (Republican), Billy Burkette (Republican)"
1918,"Congressional District 6 (115th Congress), Louisiana",0.30164,2016,"Garret Graves (Republican), Richard Lieberman (Democratic), Robert Lamar ""Bob"" Bell (Republican), Jermaine Sampson (Democratic), Richard Fontanesi (Libertarian)"
1919,"Congressional District 1 (115th Congress), Maine",0.05871,2016,"Chellie Pingree (Democratic), Mark Holbrook (Republican)"
1920,"Congressional District 2 (115th Congress), Maine",0.05289,2016,"Bruce Poliquin (Republican), Emily Cain (Democratic)"
1921,"Congressional District 1 (115th Congress), Maryland",0.18363,2016,"Andy Harris (Republican), Joe Werner (Democratic), Matt Beers (Libertarian)"
1922,"Congressional District 2 (115th Congress), Maryland",0.44873,2016,"Dutch Ruppersberger (Democratic), Pat McDonough (Republican), Kristin Kasprzak (Libertarian)"
1923,"Congressional District 3 (115th Congress), Maryland",0.37147,2016,"John Sarbanes (Democratic), Mark Plaster (Republican), Eze Nnabu (Green)"
1924,"Congressional District 4 (115th Congress), Maryland",0.69521,2016,"Anthony G. Brown (Democratic), George McDermott (Republican), Ben Krause (Libertarian), Kamesha Clark (Green)"
1925,"Congressional District 5 (115th Congress), Maryland",0.50993,2016,"Steny Hoyer (Democratic), Mark Arness (Republican), Jason Summers (Libertarian)"
1926,"Congressional District 6 (115th Congress), Maryland",0.30556,2016,"John Delaney (Democratic), Amie Hoeber (Republican), David Howser (Libertarian), George Gluck (Green)"
1927,"Congressional District 7 (115th Congress), Maryland",0.64106,2016,"Elijah Cummings (Democratic), Corrogan Vaughn (Republican), Myles Hoenig (Green)"
1928,"Congressional District 8 (115th Congress), Maryland",0.33041,2016,"Jamie Raskin (Democratic), Dan Cox (Republican), Jasen Wunder (Libertarian), Nancy Wallace (Green)"
1929,"Congressional District 1 (115th Congress), Massachusetts",0.13763,2016,"Richard Neal (Democratic), Frederick Mayock (Independent), Thomas Simmons (Libertarian)"
1930,"Congressional District 2 (115th Congress), Massachusetts",0.17298,2016,Jim McGovern (Democratic)
1931,"Congressional District 3 (115th Congress), Massachusetts",0.2072,2016,"Niki Tsongas (Democratic), Ann Wofford (Republican)"
1932,"Congressional District 4 (115th Congress), Massachusetts",0.14169,2016,"Joe Kennedy (Democratic), David Rosa (Republican)"
1933,"Congressional District 5 (115th Congress), Massachusetts",0.23156,2016,Katherine Clark (Democratic)
1934,"Congressional District 6 (115th Congress), Massachusetts",0.15379,2016,Seth Moulton (Democratic)
1935,"Congressional District 7 (115th Congress), Massachusetts",0.50723,2016,Mike Capuano (Democratic)
1936,"Congressional District 8 (115th Congress), Massachusetts",0.24442,2016,"Stephen Lynch (Democratic),  William Burke (Republican)"
1937,"Congressional District 9 (115th Congress), Massachusetts",0.12043,2016,"Bill Keating (Democratic), Mark Alliegro (Republican), Paul Harrington (Independent)"
1938,"Congressional District 1 (115th Congress), Michigan",0.07744,2016,"Jack Bergman (Republican), Lon Johnson (Democratic), Diane Bostow (Libertarian), Ellis Boal (Green)"
1939,"Congressional District 2 (115th Congress), Michigan",0.15283,2016,"Bill Huizenga (Republican), Dennis B. Murphy (Democratic), Erwin Haas (Libertarian), Matthew Brady (Green)"
1940,"Congressional District 3 (115th Congress), Michigan",0.15804,2016,"Justin Amash (Republican), Douglas Smith (Democratic)"
1941,"Congressional District 4 (115th Congress), Michigan",0.06075,2016,"John Moolenaar (Republican), Debra Wirth (Democratic), Leonard Schwartz (Libertarian), Jordan Salvi (Green)"
1942,"Congressional District 5 (115th Congress), Michigan",0.22723,2016,"Dan Kildee (Democratic), Al Hardwick (Republican), Steve Sluka (Libertarian), Harley Mikkelson (Green)"
1943,"Congressional District 6 (115th Congress), Michigan",0.1556,2016,"Fred Upton (Republican), Paul Clements (Democratic), Lorence Wenke (Libertarian)"
1944,"Congressional District 7 (115th Congress), Michigan",0.09003,2016,"Tim Walberg (Republican), Gretchen Driskell (Democratic), Ken Proctor (Libertarian)"
1945,"Congressional District 8 (115th Congress), Michigan",0.14975,2016,"Mike Bishop (Republican), Suzanna Shkreli (Democratic), Jeff Wood (Libertarian), Maria Green (Green)"
1946,"Congressional District 9 (115th Congress), Michigan",0.22744,2016,"Sander Levin (Democratic), Christopher Morse (Republican), Matt Orlando (Libertarian), John McDermott (Green)"
1947,"Congressional District 10 (115th Congress), Michigan",0.06846,2016,"Paul Mitchell (Republican), Frank Accavitti Jr. (Democratic), Lisa Gioia (Libertarian), Benjamin Nofs (Green)"
1948,"Congressional District 11 (115th Congress), Michigan",0.17854,2016,"Dave Trott (Republican), Anil Kumar (Democratic), Jonathan Osment (Libertarian), Kerry Bentivolio (Independent)"
1949,"Congressional District 12 (115th Congress), Michigan",0.21411,2016,"Debbie Dingell (Democratic), Jeff Jones (Republican), Tom Bagwell (Libertarian), Dylan Calewarts (Green)"
1950,"Congressional District 13 (115th Congress), Michigan",0.62319,2016,"John Conyers (Democratic), Jeff Gorman (Republican), Tiffany Hayden (Libertarian)"
1951,"Congressional District 14 (115th Congress), Michigan",0.66585,2016,"Brenda Lawrence (Democratic), Howard Klausner (Republican), Greg Creswell (Libertarian), Marcia Squier (Green)"
1952,"Congressional District 1 (115th Congress), Minnesota",0.0975,2016,"Tim Walz (Democratic), Jim Hagedorn (Republican)"
1953,"Congressional District 2 (115th Congress), Minnesota",0.15546,2016,"Jason Lewis (Republican), Angie Craig (Democratic)"
1954,"Congressional District 3 (115th Congress), Minnesota",0.19995,2016,"Erik Paulsen (Republican), Terri Bonoff (Democratic), Tim Sherno (Independent"
1955,"Congressional District 4 (115th Congress), Minnesota",0.29745,2016,"Betty McCollum (Democratic), Greg Ryan (Republican), Susan Sindt (Legal"
1956,"Congressional District 5 (115th Congress), Minnesota",0.32609,2016,"Keith Ellison (Democratic), Frank Nelson Drake (Republican), Dennis Schuller (Legal"
1957,"Congressional District 6 (115th Congress), Minnesota",0.09221,2016,"Tom Emmer (Republican), David Snyder (Democratic)"
1958,"Congressional District 7 (115th Congress), Minnesota",0.0841,2016,"Collin Peterson (Democratic), Dave Hughes (Republican)"
1959,"Congressional District 8 (115th Congress), Minnesota",0.0707,2016,"Rick Nolan (Democratic), Stewart Mills (Republican)"
