Year,District,Candidate,Incumbent
2012,Oregon 5,Fred Thompson,FALSE
2012,Oregon 5,Christina Lugo,FALSE
2012,Oregon 5,Raymond Baldwin,FALSE
2012,Pennsylvania 1,Bob Brady,TRUE
2012,Pennsylvania 1,John Featherman,FALSE
2012,Pennsylvania 2,Chaka Fattah,TRUE
2012,Pennsylvania 2,Robert Allen Mansfield,FALSE
2012,Pennsylvania 2,James Foster,FALSE
2012,Pennsylvania 3,Mike Kelly,TRUE
2012,Pennsylvania 3,Missa Eaton,FALSE
2012,Pennsylvania 3,Steven Porter,FALSE
2012,Pennsylvania 4,Scott Perry,FALSE
2012,Pennsylvania 4,Harry Perkinson,FALSE
2012,Pennsylvania 4,Wayne Wolf,FALSE
2012,Pennsylvania 4,Mike Koffenberger,FALSE
2012,Pennsylvania 5,Glenn Thompson,TRUE
2012,Pennsylvania 5,Charles Dumas,FALSE
2012,Pennsylvania 6,Jim Gerlach,TRUE
2012,Pennsylvania 6,Manan Trivedi,FALSE
2012,Pennsylvania 7,Pat Meehan,TRUE
2012,Pennsylvania 7,George Badey,FALSE
2012,Pennsylvania 8,Mike Fitzpatrick,TRUE
2012,Pennsylvania 8,Kathy Boockvar,FALSE
2012,Pennsylvania 9,Bill Shuster,TRUE
2012,Pennsylvania 9,Karen Ramsburg,FALSE
2012,Pennsylvania 10,Tom Marino,TRUE
2012,Pennsylvania 10,Phil Scollo,FALSE
2012,Pennsylvania 11,Lou Barletta,TRUE
2012,Pennsylvania 11,Gene Stilp,FALSE
2012,Pennsylvania 12,Keith Rothfus,FALSE
2012,Pennsylvania 12,Mark Critz,TRUE
2012,Pennsylvania 13,Allyson Schwartz,TRUE
2012,Pennsylvania 13,Joe Rooney,FALSE
2012,Pennsylvania 14,Mike Doyle,TRUE
2012,Pennsylvania 14,Hans Lessmann,FALSE
2012,Pennsylvania 15,Charlie Dent,TRUE
2012,Pennsylvania 15,Rick Daugherty,FALSE
2012,Pennsylvania 16,Joe Pitts,TRUE
2012,Pennsylvania 16,Aryanna Strader,FALSE
2012,Pennsylvania 16,John Murphy,FALSE
2012,Pennsylvania 16,James Bednarski,FALSE
2012,Pennsylvania 17,Matt Cartwright,FALSE
2012,Pennsylvania 17,Laureen Cummings,FALSE
2012,Pennsylvania 18,Tim Murphy,TRUE
2012,Pennsylvania 18,Larry Maggi,FALSE
2012,Rhode Island 1,David Cicilline,TRUE
2012,Rhode Island 1,Brendan Doherty,FALSE
2012,Rhode Island 1,David S. Vogel,FALSE
2012,Rhode Island 2,Jim Langevin,TRUE
2012,Rhode Island 2,Michael Riley,FALSE
2012,Rhode Island 2,Abel Collins,FALSE
2012,South Carolina 1,Tim Scott,TRUE
2012,South Carolina 1,Bobbie Rose,FALSE
2012,South Carolina 1,Keith Blandford,FALSE
2012,South Carolina 2,Joe Wilson,TRUE
2012,South Carolina 3,Jeff Duncan,TRUE
2012,South Carolina 3,Brian Doyle,FALSE
2012,South Carolina 4,Trey Gowdy,TRUE
2012,South Carolina 4,Deb Morrow,FALSE
2012,South Carolina 4,Jeff Sumerel,FALSE
2012,South Carolina 5,Mick Mulvaney,TRUE
2012,South Carolina 5,Joyce Knott,FALSE
2012,South Carolina 6,Jim Clyburn,TRUE
2012,South Carolina 6,Nammu Muhammad,FALSE
2012,South Carolina 7,Tom Rice,TRUE
2012,South Carolina 7,Gloria Bromell Tinubu,FALSE
2012,South Dakota at-large,Kristi Noem,TRUE
2012,South Dakota at-large,Matt Varilek,FALSE
2012,Tennessee 1,Phil Roe,TRUE
2012,Tennessee 1,Alan Woodruff,FALSE
2012,Tennessee 1,Karen Brackett,FALSE
2012,Tennessee 2,Jimmy Duncan,TRUE
2012,Tennessee 2,Troy Goodale,FALSE
2012,Tennessee 2,Greg Samples,FALSE
2012,Tennessee 2,Paul Coker,FALSE
2012,Tennessee 2,Brandon Stewart,FALSE
2012,Tennessee 3,Chuck Fleischmann,TRUE
2012,Tennessee 3,Mary Headrick,FALSE
2012,Tennessee 3,Matthew Deniston,FALSE
2012,Tennessee 4,Scott DesJarlais,TRUE
2012,Tennessee 4,Eric Stewart,FALSE
2012,Tennessee 5,Jim Cooper,TRUE
2012,Tennessee 5,Brad Staats,FALSE
2012,Tennessee 5,John Miglietta,FALSE
2012,Tennessee 6,Diane Black,TRUE
2012,Tennessee 6,Robert Beasley,FALSE
2012,Tennessee 6,Pat Riley,FALSE
2012,Tennessee 7,Marsha Blackburn,TRUE
2012,Tennessee 7,Credo Amouzouvik,FALSE
2012,Tennessee 7,Howard Switzer,FALSE
2012,Tennessee 7,Jack Arnold,FALSE
2012,Tennessee 7,William Akin,FALSE
2012,Tennessee 7,Lenny Ladner,FALSE
2012,Tennessee 8,Stephen Fincher,TRUE
2012,Tennessee 8,Timothy Dixon,FALSE
2012,Tennessee 8,James Hart,FALSE
2012,Tennessee 8,Mark Rawles,FALSE
2012,Tennessee 9,Steve Cohen,TRUE
2012,Tennessee 9,George Flinn,FALSE
2012,Tennessee 9,Brian Saulsberry,FALSE
2012,Tennessee 9,Gregory Joiner,FALSE
2012,Texas 1,Louie Gohmert,TRUE
2012,Texas 1,Shirley McKellar,FALSE
2012,Texas 1,Clark Patterson,FALSE
2012,Texas 2,Ted Poe,TRUE
2012,Texas 2,Jim Dougherty,FALSE
2012,Texas 2,Kenneth Duncan,FALSE
2012,Texas 2,Mark A. Roberts,FALSE
2012,Texas 3,Sam Johnson,TRUE
2012,Texas 4,Ralph Hall,TRUE
2012,Texas 4,VaLinda Hathcox,FALSE
2012,Texas 4,Thomas Griffing,FALSE
2012,Texas 5,Jeb Hensarling,TRUE
2012,Texas 5,Linda S. Mrosko,FALSE
2012,Texas 5,Ken Ashby,FALSE
2012,Texas 6,Joe Barton,TRUE
2012,Texas 6,Kenneth Sanders,FALSE
2012,Texas 6,Hugh Chauvin,FALSE
2012,Texas 6,Brandon Parmer,FALSE
2012,Texas 7,John Culberson,TRUE
2012,Texas 7,James Cargas,FALSE
2012,Texas 7,Drew Parks,FALSE
2012,Texas 7,Lance Findley,FALSE
2012,Texas 8,Kevin Brady,TRUE
2012,Texas 8,Neil Burns,FALSE
2012,Texas 8,Roy Hall,FALSE
2012,Texas 9,Al Green,TRUE
2012,Texas 9,Steve Mueller,FALSE
2012,Texas 9,Vanessa Foster,FALSE
2012,Texas 9,John Weider,FALSE
2012,Texas 10,Michael McCaul,TRUE
2012,Texas 10,Tawana Cadien,FALSE
2012,Texas 10,Richard Priest,FALSE
2012,Texas 11,Mike Conaway,TRUE
2012,Texas 11,Jim Riley,FALSE
2012,Texas 11,Scott Ballard,FALSE
2012,Texas 12,Kay Granger,TRUE
2012,Texas 12,Dave Robinson,FALSE
2012,Texas 12,Matthew Solodow,FALSE
2012,Texas 13,Mac Thornberry,TRUE
2012,Texas 13,John Robert Deek,FALSE
2012,Texas 13,Keith F. Houston,FALSE
2012,Texas 14,Randy Weber,FALSE
2012,Texas 14,Nick Lampson,FALSE
2012,Texas 14,Zach Grady,FALSE
2012,Texas 14,Rhett Rosenquest Smith,FALSE
2012,Texas 15,Ruben Hinojosa,TRUE
2012,Texas 15,Dale Brueggemann,FALSE
2012,Texas 15,Ronald Finch,FALSE
2012,Texas 15,Benjamin Perez,FALSE
2012,Texas 16,Beto O'Rourke,FALSE
2012,Texas 16,Barbara Carrasco,FALSE
2012,Texas 16,Junart Sodoy,FALSE
2012,Texas 17,Bill Flores,TRUE
2012,Texas 17,Ben Easton,FALSE
2012,Texas 18,Sheila Jackson Lee,TRUE
2012,Texas 18,Sean Seibert,FALSE
2012,Texas 18,Christopher Barber,FALSE
2012,Texas 19,Randy Neugebauer,TRUE
2012,Texas 19,Chip Peterson,FALSE
2012,Texas 20,JoaquÃ­n Castro,FALSE
2012,Texas 20,David Rosa,FALSE
2012,Texas 20,Tracy Potts,FALSE
2012,Texas 20,Antonio Diaz,FALSE
2012,Texas 21,Lamar Smith,TRUE
2012,Texas 21,Candace Duval,FALSE
2012,Texas 21,John-Henry Liberty,FALSE
2012,Texas 21,Bill Stout,FALSE
2012,Texas 22,Pete Olson,TRUE
2012,Texas 22,Kesha Rogers,FALSE
2012,Texas 22,Steve Susman,FALSE
2012,Texas 22,Don Cook,FALSE
2012,Texas 23,Pete Gallego,FALSE
2012,Texas 23,"Francisco ""Quico"" Canseco",TRUE
2012,Texas 23,Jeffrey Blunt,FALSE
2012,Texas 23,Ed Scharf,FALSE
2012,Texas 24,Kenny Marchant,TRUE
2012,Texas 24,Tim Rusk,FALSE
2012,Texas 24,John Stathas,FALSE
2012,Texas 25,Roger Williams,TRUE
2012,Texas 25,Elaine Henderson,FALSE
2012,Texas 25,Betsy Dewey,FALSE
2012,Texas 25,Roger Quannah Settler,FALSE
2012,Texas 26,Michael Burgess,TRUE
2012,Texas 26,David Sanchez,FALSE
2012,Texas 26,Mark Boler,FALSE
2012,Texas 27,Blake Farenthold,TRUE
2012,Texas 27,Rose Meza Harrison,FALSE
2012,Texas 27,William Bret Baldwin,FALSE
2012,Texas 27,Corrie Byrd,FALSE
2012,Texas 28,Henry Cuellar,TRUE
2012,Texas 28,William Hayward,FALSE
2012,Texas 28,Patrick Hisel,FALSE
2012,Texas 28,Michael D. Cary,FALSE
2012,Texas 29,Gene Green,TRUE
2012,Texas 29,James Stanczack,FALSE
2012,Texas 29,Maria Selva,FALSE
2012,Texas 30,Eddie Bernice Johnson,TRUE
2012,Texas 30,Travis Washington Jr.,FALSE
2012,Texas 30,Ed Rankin,FALSE
2012,Texas 31,John Carter,TRUE
2012,Texas 31,Stephen Wyman,FALSE
2012,Texas 31,Ethan Garofolo,FALSE
2012,Texas 32,Pete Sessions,TRUE
2012,Texas 32,Katherine Savers McGovern,FALSE
2012,Texas 32,Seth Hollist,FALSE
2012,Texas 33,Marc Veasey,TRUE
2012,Texas 33,Chuck Bradley,FALSE
2012,Texas 33,Ed Lindsay,FALSE
2012,Texas 34,Filemon Vela Jr.,TRUE
2012,Texas 34,Jessica Puente Bradshaw,FALSE
2012,Texas 34,Steven Shanklin,FALSE
2012,Texas 35,Lloyd Doggett,TRUE
2012,Texas 35,Susan Narvaiz,FALSE
2012,Texas 35,Ross Lynn Leone,FALSE
2012,Texas 35,Meghan Owen,FALSE
2012,Texas 36,Steve Stockman,TRUE
2012,Texas 36,Max Martin,FALSE
2012,Texas 36,Michael Cole,FALSE
2012,Utah 1,Rob Bishop,TRUE
2012,Utah 1,Donna McAleer,FALSE
2012,Utah 1,Sherry Phipps,FALSE
2012,Utah 2,Chris Stewart,TRUE
2012,Utah 2,Jay Seegmiller,FALSE
2012,Utah 2,Jonathan Garrard,FALSE
2012,Utah 2,Joe Andrade,FALSE
2012,Utah 2,Charles Kimball,FALSE
2012,Utah 3,Jason Chaffetz,TRUE
2012,Utah 3,Soren Simonsen,FALSE
2012,Utah 4,Jim Matheson,TRUE
2012,Utah 4,Mia Love,FALSE
2012,Utah 4,Jim Vein,FALSE
2012,Vermont at-large,Peter Welch,TRUE
2012,Vermont at-large,Mark Donka,FALSE
2012,Vermont at-large,James Desrochers,FALSE
2012,Vermont at-large,Jane Newton,FALSE
2012,Vermont at-large,Andre LaFramboise,FALSE
2012,Virginia 1,Rob Wittman,TRUE
2012,Virginia 1,Adam Cook,FALSE
2012,Virginia 1,Gail Parker,FALSE
2012,Virginia 2,Scott Rigell,TRUE
2012,Virginia 2,Paul Hirschbiel,FALSE
2012,Virginia 3,Bobby Scott,TRUE
2012,Virginia 3,Dean Longo,FALSE
2012,Virginia 4,Randy Forbes,TRUE
2012,Virginia 4,Ella Ward,FALSE
2012,Virginia 5,Robert Hurt,TRUE
2012,Virginia 5,John Douglass,FALSE
2012,Virginia 5,Kenneth Hildebrant,FALSE
2012,Virginia 6,Bob Goodlatte,TRUE
2012,Virginia 6,Andy Schmookler,FALSE
2012,Virginia 7,Eric Cantor,TRUE
2012,Virginia 7,E. Wayne Powell,FALSE
2012,Virginia 8,Jim Moran,TRUE
2012,Virginia 8,Jay Patrick Murray,FALSE
2012,Virginia 8,Jason Howell,FALSE
2012,Virginia 8,Janet Murphy,FALSE
2012,Virginia 9,Morgan Griffith,TRUE
2012,Virginia 9,Anthony Flaccavento,FALSE
2012,Virginia 10,Frank Wolf,TRUE
2012,Virginia 10,Kristin Cabral,FALSE
2012,Virginia 10,Kevin Chisholm,FALSE
2012,Virginia 11,Gerry Connolly,TRUE
2012,Virginia 11,Chris Perkins,FALSE
2012,Virginia 11,Mark Gibson,FALSE
2012,Virginia 11,Chris DeCarlo,FALSE
2012,Virginia 11,Joe Galdo,FALSE
2012,Virginia 11,Peter Marchetti,FALSE
2012,Washington 1,Suzan DelBene,FALSE
2012,Washington 1,John Koster,FALSE
2012,Washington 1,Suzan DelBene,FALSE
2012,Washington 1,John Koster,FALSE
2012,Washington 2,Rick Larsen,TRUE
2012,Washington 2,Dan Matthews,FALSE
2012,Washington 3,Jaime Herrera Beutler,TRUE
2012,Washington 3,Jon T. Haugen,FALSE
2012,Washington 4,Doc Hastings,TRUE
2012,Washington 4,Mary Baechler,FALSE
2012,Washington 5,Cathy McMorris Rodgers,TRUE
2012,Washington 5,Rich Cowan,FALSE
2012,Washington 6,Derek Kilmer,FALSE
2012,Washington 6,Bill Driscoll,FALSE
2012,Washington 7,Jim McDermott,TRUE
2012,Washington 7,Ron Bemis,FALSE
2012,Washington 8,Dave Reichert,TRUE
2012,Washington 8,Karen Porterfeild,FALSE
2012,Washington 9,Adam Smith,TRUE
2012,Washington 9,James Postma,FALSE
2012,Washington 10,Denny Heck,TRUE
2012,Washington 10,Richard (Dick) Muri,FALSE
2012,West Virginia 1,David McKinley,TRUE
2012,West Virginia 1,Sue Thorn,FALSE
2012,West Virginia 2,Shelley Moore Capito,TRUE
2012,West Virginia 2,Howard Swint,FALSE
2012,West Virginia 3,Nick Rahall,TRUE
2012,West Virginia 3,Rick Snuffer,FALSE
2012,Wisconsin 1,Paul Ryan,TRUE
2012,Wisconsin 1,Rob Zerban,FALSE
2012,Wisconsin 1,Keith Deschler,FALSE
2012,Wisconsin 2,Mark Pocan,FALSE
2012,Wisconsin 2,Chad Lee,FALSE
2012,Wisconsin 2,Joe Kopsick,FALSE
2012,Wisconsin 3,Ron Kind,TRUE
2012,Wisconsin 3,Ray Boland,FALSE
2012,Wisconsin 4,Gwen Moore,TRUE
2012,Wisconsin 4,Dan Sebring,FALSE
2012,Wisconsin 4,Robert R. Raymond,FALSE
2012,Wisconsin 5,Jim Sensenbrenner,TRUE
2012,Wisconsin 5,Dave Heaster,FALSE
2012,Wisconsin 6,Tom Petri,TRUE
2012,Wisconsin 6,Joe Kallas,FALSE
2012,Wisconsin 7,Sean Duffy,TRUE
2012,Wisconsin 7,Pat Kreitlow,FALSE
2012,Wisconsin 7,Dale Lehner,FALSE
2012,Wisconsin 8,Reid Ribble,TRUE
2012,Wisconsin 8,Jamie Wall,FALSE
2012,Wyoming at-large,Cynthia Lummis,TRUE
2012,Wyoming at-large,Chris Henrichsen,FALSE
2012,Wyoming at-large,Richard Brubaker,FALSE
2012,Wyoming at-large,Daniel Cummings,FALSE
2012,Wyoming at-large,Don Wills,FALSE
2010,Alabama 1,Bradley Byrne,TRUE
2010,Alabama 2,Martha Roby,TRUE
2010,Alabama 2,Nathan Mathis,FALSE
2010,Alabama 3,Mike Rogers,TRUE
2010,Alabama 3,Jesse Smith,FALSE
2010,Alabama 4,Robert Aderholt,TRUE
2010,Alabama 5,Mo Brooks,TRUE
2010,Alabama 5,Will Boyd,FALSE
2010,Alabama 6,Gary Palmer,TRUE
2010,Alabama 6,David Putman,FALSE
2010,Alabama 7,Terri Sewell,TRUE
2010,Alaska at-large,Don Young,TRUE
2010,Alaska at-large,Steve Lindbeck,FALSE
2010,Alaska at-large,Jim C. McDermott,FALSE
2010,Alaska at-large,Bernie Souphanavong,FALSE
2010,Alaska at-large,Stephen Wright,FALSE
2010,Arizona 1,Tom O'Halleran,FALSE
2010,Arizona 1,Paul Babeu,FALSE
2010,Arizona 1,Ray Parrish,FALSE
2010,Arizona 2,Martha McSally,TRUE
2010,Arizona 2,Matt Heinz,FALSE
2010,Arizona 3,RaÃºl Grijalva,TRUE
2010,Arizona 3,Bill Abatecola,FALSE
2010,Arizona 3,Harvey Martin,FALSE
2010,Arizona 3,Mike Ross,FALSE
2010,Arizona 3,Jaime Vasquez,FALSE
2010,Arizona 3,Federico Sanchez,FALSE
2010,Arizona 4,Paul Gosar,TRUE
2010,Arizona 4,Mikel Weisser,FALSE
2010,Arizona 5,Andy Biggs,FALSE
2010,Arizona 5,Talia Fuentes,FALSE
2010,Arizona 5,Nolan Daniels,FALSE
2010,Arizona 6,David Schweikert,TRUE
2010,Arizona 6,W. John Williamson,FALSE
2010,Arizona 7,Ruben Gallego,TRUE
2010,Arizona 7,Eve Nunez,FALSE
2010,Arizona 7,Neil Westbrooks,FALSE
2010,Arizona 8,Trent Franks,TRUE
2010,Arizona 8,Mark Salazar,FALSE
2010,Arizona 8,Hayden Keener III,FALSE
2010,Arizona 9,Kyrsten Sinema,TRUE
2010,Arizona 9,Dave Giles,FALSE
2010,Arizona 9,Cary Dolego,FALSE
2010,Arizona 9,Mike Shipley,FALSE
2010,Arizona 9,Axel Bello,FALSE
2010,Arizona 9,John Heffernan,FALSE
2010,Arkansas 1,Rick Crawford,TRUE
2010,Arkansas 1,Mark West,FALSE
2010,Arkansas 2,French Hill,TRUE
2010,Arkansas 2,Dianne Curry,FALSE
2010,Arkansas 2,Chris Hayes,FALSE
2010,Arkansas 3,Steve Womack,TRUE
2010,Arkansas 3,Steve Isaacson,FALSE
2010,Arkansas 4,Bruce Westerman,TRUE
2010,Arkansas 4,Kerry Hicks,FALSE
2010,California 1,Doug LaMalfa,TRUE
2010,California 1,Jim Reed,FALSE
2010,California 2,Jared Huffman,TRUE
2010,California 2,Dale Mensing,FALSE
2010,California 3,John Garamendi,TRUE
2010,California 3,Eugene Cleek,FALSE
2010,California 4,Tom McClintock,TRUE
2010,California 4,Bob Derlet,FALSE
2010,California 5,Mike Thompson,TRUE
2010,California 5,Carlos Santamaria,FALSE
2010,California 6,Doris Matsui,TRUE
2010,California 6,Bob Evans,FALSE
2010,California 7,Ami Bera,TRUE
2010,California 7,Scott Jones,FALSE
2010,California 8,Paul Cook,TRUE
2010,California 8,Rita Ramirez,FALSE
2010,California 9,Jerry McNerney,TRUE
2010,California 9,Tony Amador,FALSE
2010,California 10,Jeff Denham,TRUE
2010,California 10,Michael Eggman,FALSE
2010,California 11,Mark DeSaulnier,TRUE
2010,California 11,Roger Petersen,FALSE
2010,California 12,Nancy Pelosi,TRUE
2010,California 12,Preston Picus,FALSE
2010,California 13,Barbara Lee,TRUE
2010,California 13,Sue Caro,FALSE
2010,California 14,Jackie Speier,TRUE
2010,California 14,Angel Cardenas,FALSE
2010,California 15,Eric Swalwell,TRUE
2010,California 15,Danny Turner,FALSE
2010,California 16,Jim Costa,TRUE
2010,California 16,Johnny Tacherra,FALSE
2010,California 17,Ro Khanna,FALSE
2010,California 17,Mike Honda,TRUE
2010,California 18,Anna Eshoo,TRUE
2010,California 18,Richard Fox,FALSE
2010,California 19,Zoe Lofgren,TRUE
2010,California 19,G. Burt Lancaster,FALSE
2010,California 20,Jimmy Panetta,FALSE
2010,California 20,Casey Lucius,FALSE
2010,California 21,David Valadao,TRUE
2010,California 21,Emilio Huerta,FALSE
2010,California 22,Devin Nunes,TRUE
2010,California 22,Louie Campos,FALSE
2010,California 23,Kevin McCarthy,TRUE
2010,California 23,Wendy Reed,FALSE
2010,California 24,Salud Carbajal,FALSE
2010,California 24,Justin Fareed,FALSE
2010,California 25,Steve Knight,TRUE
2010,California 25,Bryan Caforio,FALSE
2010,California 26,Julia Brownley,TRUE
2010,California 26,Rafael Dagnesses,FALSE
2010,California 27,Judy Chu,TRUE
2010,California 27,Jack Orswell,FALSE
2010,California 28,Adam Schiff,TRUE
2010,California 28,Lenore Solis,FALSE
2010,California 29,Tony CÃ¡rdenas,TRUE
2010,California 29,Richard Alarcon,FALSE
2010,California 30,Brad Sherman,TRUE
2010,California 30,Mark Reed,FALSE
2010,California 31,Pete Aguilar,TRUE
2010,California 31,Paul Chabot,FALSE
2010,California 32,Grace Napolitano,TRUE
2010,California 32,Roger Hernandez,FALSE
2010,California 33,Ted Lieu,TRUE
2010,California 33,Kenneth Wright,FALSE
2010,California 34,Xavier Becerra,TRUE
2010,California 34,Adrienne Edwards,FALSE
2010,California 35,Norma Torres,TRUE
2010,California 35,Tyler Fischella,FALSE
2010,California 36,Raul Ruiz,TRUE
2010,California 36,Jeff Stone,FALSE
2010,California 37,Karen Bass,TRUE
2010,California 37,Chris Wiggins,FALSE
2010,California 38,Linda SÃ¡nchez,TRUE
2010,California 38,Ryan Downing,FALSE
2010,California 39,Ed Royce,TRUE
2010,California 39,Brett Murdock,FALSE
2010,California 40,Lucille Roybal-Allard,TRUE
2010,California 40,Roman Gabriel Gonzalez,FALSE
2010,California 41,Mark Takano,TRUE
2010,California 41,Doug Shepherd,FALSE
2010,California 42,Ken Calvert,TRUE
2010,California 42,Tim Sheridan,FALSE
2010,California 43,Maxine Waters,TRUE
2010,California 43,Omar Navarro,FALSE
2010,California 44,Nanette BarragÃ¡n,FALSE
2010,California 44,"Isadore Hall, III",FALSE
2010,California 45,Mimi Walters,TRUE
2010,California 45,Ron Varasteh,FALSE
2010,California 46,Lou Correa,FALSE
2010,California 46,Bao Nguyen,FALSE
2010,California 47,Alan Lowenthal,TRUE
2010,California 47,Andy Whallon,FALSE
2010,California 48,Dana Rohrabacher,TRUE
2010,California 48,Suzanne Savary,FALSE
2010,California 49,Darrell Issa,TRUE
2010,California 49,Doug Applegate,FALSE
2010,California 50,Duncan D. Hunter,TRUE
2010,California 50,Patrick Malloy,FALSE
2010,California 51,Juan Vargas,TRUE
2010,California 51,Juan Hidalgo,FALSE
2010,California 52,Scott Peters,TRUE
2010,California 52,Denise Gitsham,FALSE
2010,California 53,Susan Davis,TRUE
2010,California 53,James Veltmeyer,FALSE
2010,Colorado 1,Diana DeGette,TRUE
2010,Colorado 1,Casper Stockham,FALSE
2010,Colorado 1,Darrell Dinges,FALSE
2010,Colorado 2,Jared Polis,TRUE
2010,Colorado 2,Nic Morse,FALSE
2010,Colorado 2,Richard Longstreth,FALSE
2010,Colorado 3,Scott Tipton,TRUE
2010,Colorado 3,Gail Schwartz,FALSE
2010,Colorado 3,Gaylon Kent,FALSE
2010,Colorado 4,Ken Buck,TRUE
2010,Colorado 4,Bob Seay,FALSE
2010,Colorado 4,Bruce Griffith,FALSE
2010,Colorado 4,Donald Howbert,FALSE
2010,Colorado 5,Doug Lamborn,TRUE
2010,Colorado 5,Misty Plowright,FALSE
2010,Colorado 5,Mike McRedmond,FALSE
2010,Colorado 5,Curtis Imrie,FALSE
2010,Colorado 6,Mike Coffman,TRUE
2010,Colorado 6,Morgan Carroll,FALSE
2010,Colorado 6,Norm Olsen,FALSE
2010,Colorado 6,Robert Lee Worthey,FALSE
2010,Colorado 7,Ed Perlmutter,TRUE
2010,Colorado 7,George Athanasopoulos,FALSE
2010,Colorado 7,Martin Buchanan,FALSE
2010,Connecticut 1,John Larson,TRUE
2010,Connecticut 1,Matthew Corey,FALSE
2010,Connecticut 1,Mike DeRosa,FALSE
2010,Connecticut 2,Joe Courtney,TRUE
2010,Connecticut 2,Daria Novak,FALSE
2010,Connecticut 2,Dan Reale,FALSE
2010,Connecticut 2,Jonathan Pelto,FALSE
2010,Connecticut 3,Rosa DeLauro,TRUE
2010,Connecticut 3,Angel Cadena,FALSE
2010,Connecticut 4,Jim Himes,TRUE
2010,Connecticut 4,John Shaban,FALSE
2010,Connecticut 5,Elizabeth Esty,TRUE
2010,Connecticut 5,Clay Cope,FALSE
2010,Connecticut 5,John Pistone,FALSE
2010,Delaware at-large,Lisa Blunt Rochester,FALSE
2010,Delaware at-large,Hans Reigle,FALSE
2010,Delaware at-large,Scott Gesty,FALSE
2010,Delaware at-large,Mark Perri,FALSE
2010,Florida 1,Matt Gaetz,FALSE
2010,Florida 1,Steven Specht,FALSE
2010,Florida 2,Neal Dunn,FALSE
2010,Florida 2,Walter Dartland,FALSE
2010,Florida 2,Rob Lapham,FALSE
2010,Florida 3,Ted Yoho,TRUE
2010,Florida 3,Ken McGurn,FALSE
2010,Florida 4,John Rutherford,FALSE
2010,Florida 4,David E. Bruderly,FALSE
2010,Florida 5,Al Lawson,FALSE
2010,Florida 5,Glo Smith,FALSE
2010,Florida 6,Ron DeSantis,TRUE
2010,Florida 6,Bill McCullough,FALSE
2010,Florida 7,Stephanie Murphy,FALSE
2010,Florida 7,John Mica,TRUE
2010,Florida 8,Bill Posey,TRUE
2010,Florida 8,Corry Westbrook,FALSE
2010,Florida 9,Darren Soto,FALSE
2010,Florida 9,Wayne Liebnitzky,FALSE
2010,Florida 10,Val Demings,FALSE
2010,Florida 10,Thuy Lowe,FALSE
2010,Florida 11,Dan Webster,FALSE
2010,Florida 11,Dave Koller,FALSE
2010,Florida 12,Gus Bilirakis,TRUE
2010,Florida 12,Robert Tager,FALSE
2010,Florida 13,Charlie Crist,FALSE
2010,Florida 13,David Jolly,TRUE
2010,Florida 14,Kathy Castor,TRUE
2010,Florida 14,Christine Quinn,FALSE
2010,Florida 15,Dennis Ross,TRUE
2010,Florida 15,Jim Lange,FALSE
2010,Florida 16,Vern Buchanan,TRUE
2010,Florida 16,Jan Schneider,FALSE
2010,Florida 17,Tom Rooney,TRUE
2010,Florida 17,April Freeman,FALSE
2010,Florida 18,Brian Mast,FALSE
2010,Florida 18,Randy Perkins,FALSE
2010,Florida 19,Francis Rooney,FALSE
2010,Florida 19,Robert Neeld,FALSE
2010,Florida 20,Alcee Hastings,TRUE
2010,Florida 20,Gary Stein,FALSE
2010,Florida 21,Lois Frankel,FALSE
2010,Florida 21,Paul Spain,FALSE
2010,Florida 22,Ted Deutch,FALSE
2010,Florida 22,Andrea Leigh McGee,FALSE
2010,Florida 23,Debbie Wasserman Schultz,TRUE
2010,Florida 23,Joe Kaufman,FALSE
2010,Florida 24,Frederica Wilson,TRUE
2010,Florida 25,Mario DÃ­az-Balart,TRUE
2010,Florida 25,Alina Valdes,FALSE
2010,Florida 26,Carlos Curbelo,TRUE
2010,Florida 26,Joe Garcia,FALSE
2010,Florida 27,Ileana Ros-Lehtinen,TRUE
2010,Florida 27,Scott Fuhrman,FALSE
2010,Georgia 1,Buddy Carter,TRUE
2010,Georgia 2,Sanford Bishop,TRUE
2010,Georgia 2,Greg Duke,FALSE
2010,Georgia 3,Drew Ferguson,FALSE
2010,Georgia 3,Angela Pendley,FALSE
2010,Georgia 4,Hank Johnson,TRUE
2010,Georgia 4,Victor Armendariz,FALSE
2010,Georgia 5,John Lewis,TRUE
2010,Georgia 5,Douglas Bell,FALSE
2010,Georgia 6,Tom Price,TRUE
2010,Georgia 6,Rodney Stooksbury,FALSE
2010,Georgia 7,Rob Woodall,TRUE
2010,Georgia 7,Rashid Malik,FALSE
2010,Georgia 8,Austin Scott,TRUE
2010,Georgia 8,James Harris,FALSE
2010,Georgia 9,Doug Collins,TRUE
2010,Georgia 10,Jody Hice,TRUE
2010,Georgia 11,Barry Loudermilk,TRUE
2010,Georgia 11,Don Wilson,FALSE
2010,Georgia 12,Rick Allen,TRUE
2010,Georgia 12,Tricia McCracken,FALSE
2010,Georgia 13,David Scott,TRUE
2010,Georgia 14,Tom Graves,TRUE
2010,Hawaii 1,Colleen Hanabusa,FALSE
2010,Hawaii 1,Shirlene D. Ostrov,FALSE
2010,Hawaii 1,Alan Yim,FALSE
2010,Hawaii 2,Tulsi Gabbard,TRUE
2010,Hawaii 2,Angela Kaaihue,FALSE
